"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3134,598784,523.4
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",223,601277,37.1
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",142,603300,23.5
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",87,607188,14.3
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",87,608347,14.3
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",66,613389,10.8
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",66,619302,10.7
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",65,619868,10.5
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",57,619345,9.2
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",50,624509,8.0
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",65,628881,10.3
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",69,632852,10.9
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",76,640076,11.9
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",88,652229,13.5
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",120,665398,18.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",166,679349,24.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",241,697059,34.6
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",332,716073,46.4
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",540,737470,73.2
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",657,733107,89.6
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",762,773115,98.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",830,801584,103.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",862,826524,104.3
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",889,846069,105.1
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",923,847485,108.9
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",922,842667,109.4
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",844,830892,101.6
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",885,826253,107.1
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",870,822124,105.8
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",937,817249,114.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",968,814363,118.9
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",937,798456,117.4
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",972,784516,123.9
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",949,763690,124.3
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",956,748215,127.8
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1011,735145,137.5
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",931,723352,128.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1029,725236,141.9
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1144,730601,156.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1190,753562,157.9
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1337,779623,171.5
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1561,792812,196.9
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1730,804915,214.9
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1848,810113,228.1
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1963,810406,242.2
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2199,815299,269.7
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",2481,829203,299.2
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",2889,853347,338.5
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",3219,878909,366.2
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3802,903161,421.0
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",3965,922125,430.0
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4364,920532,474.1
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",4803,924001,519.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5166,919913,561.6
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5602,912396,614.0
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6122,898338,681.5
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6343,879396,721.3
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6878,859080,800.6
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",7207,830471,867.8
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7637,805352,948.3
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",7831,783281,999.8
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",8028,756267,1061.5
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",8392,739172,1135.3
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",8827,722407,1221.9
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",8884,687138,1292.9
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",8547,648877,1317.2
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",8904,606898,1467.1
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",8738,566926,1541.3
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",8860,509187,1740.0
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",8802,482934,1822.6
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",9148,454003,2015.0
