"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",52117,7498847,695.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3532,7529544,46.9
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2408,7595328,31.7
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1830,7675203,23.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1492,7732051,19.3
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1238,7800931,15.9
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1022,7875908,13.0
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1080,7891289,13.7
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1046,7911393,13.2
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1004,7971443,12.6
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",979,8047275,12.2
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1116,8104793,13.8
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1271,8169697,15.6
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1609,8246866,19.5
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2079,8300301,25.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",2786,8349525,33.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4127,8458218,48.8
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",5466,8610629,63.5
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",7854,8785978,89.4
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",9361,8987955,104.2
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",10283,9113037,112.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",11757,9159015,128.4
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12316,9122396,135.0
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",12231,8998154,135.9
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",12463,8854262,140.8
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",12323,8697548,141.7
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",12614,8576789,147.1
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",12489,8528031,146.4
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",12724,8487817,149.9
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",13081,8455430,154.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",13216,8428768,156.8
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",13569,8341074,162.7
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",13388,8251133,162.3
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",13636,8080970,168.7
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",13765,7940785,173.3
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",13907,7791232,178.5
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",14151,7683324,184.2
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",14796,7690533,192.4
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",15630,7788398,200.7
