"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",2461,570725,431.2
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",168,572771,29.3
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",105,575064,18.3
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",82,578982,14.2
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",64,579905,11.0
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",61,584518,10.4
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",64,589344,10.9
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",48,590521,8.1
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",46,590127,7.8
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",39,594848,6.6
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",35,597508,5.9
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",52,602264,8.6
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",58,608665,9.5
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",75,619410,12.1
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",81,629506,12.9
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",98,642706,15.2
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",106,659195,16.1
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",139,675268,20.6
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",197,691711,28.5
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",240,674965,35.6
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",226,708941,31.9
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",279,742146,37.6
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",285,773320,36.9
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",285,802916,35.5
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",305,803218,38.0
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",336,801529,41.9
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",334,792427,42.1
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",357,792030,45.1
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",362,795131,45.5
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",369,797813,46.3
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",407,796794,51.1
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",421,785498,53.6
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",460,775654,59.3
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",475,757341,62.7
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",467,745400,62.7
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",540,733254,73.6
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",574,724281,79.3
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",593,726295,81.6
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",694,733321,94.6
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",747,759078,98.4
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",893,782401,114.1
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",909,802289,113.3
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",1036,815486,127.0
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",1163,821661,141.5
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",1336,820472,162.8
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",1363,826374,164.9
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",1651,840899,196.3
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",1798,866080,207.6
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",2062,891705,231.2
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",2401,920620,260.8
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",2603,937793,277.6
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",2980,939794,317.1
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",3121,943620,330.7
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",3314,942984,351.4
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",3586,940101,381.4
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",3932,929589,423.0
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",4059,917381,442.5
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",4301,904305,475.6
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",4397,880239,499.5
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",4627,859186,538.5
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",4985,838929,594.2
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",5236,815008,642.4
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",5392,800022,674.0
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",5909,784820,752.9
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",5947,748073,795.0
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",6150,709500,866.8
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",6132,667387,918.8
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",6390,627817,1017.8
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",6378,570634,1117.7
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",6664,545833,1220.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",7024,517473,1357.4
