"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",202,57676,350.2
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56543,Suppressed
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56404,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55547,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53970,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52622,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52222,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52429,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51972,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52259,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52407,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52095,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51266,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,50890,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",10,51243,Unreliable
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51307,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51825,Suppressed
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52917,Suppressed
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",13,59501,Unreliable
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",12,61171,Unreliable
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",16,59117,Unreliable
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",20,59768,33.5
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",19,65206,Unreliable
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",15,72001,Unreliable
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",32,78611,40.7
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",27,83971,32.2
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",28,88051,31.8
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",33,89215,37.0
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",27,88185,30.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",39,85887,45.4
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",38,83772,45.4
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",36,81819,44.0
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",42,80391,52.2
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",44,78923,55.8
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",44,78048,56.4
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",53,75931,69.8
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",46,74017,62.1
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",50,71517,69.9
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",69,69180,99.7
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",52,67109,77.5
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",67,65765,101.9
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",51,64895,78.6
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",92,64491,142.7
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",78,65975,118.2
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",82,67418,121.6
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",112,68916,162.5
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",112,69606,160.9
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",131,69967,187.2
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",156,69188,225.5
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",156,69219,225.4
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",190,70765,268.5
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",196,72376,270.8
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",210,74491,281.9
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",230,76772,299.6
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",234,78577,297.8
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",281,78952,355.9
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",325,79160,410.6
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",314,79125,396.8
