"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",40823,7169939,569.4
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",2771,7179723,38.6
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",1726,7209931,23.9
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1279,7279885,17.6
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1042,7357294,14.2
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",926,7422594,12.5
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",853,7486205,11.4
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",757,7555765,10.0
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",783,7571946,10.3
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",749,7580155,9.9
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",708,7639116,9.3
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",750,7719284,9.7
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",845,7764914,10.9
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1062,7822596,13.6
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1257,7892536,15.9
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",1500,7930121,18.9
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",1951,7977049,24.5
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",2304,8083688,28.5
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",2869,8215866,34.9
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",3267,8396113,38.9
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",3548,8620138,41.2
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4020,8815173,45.6
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4274,8909236,48.0
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4455,8933478,49.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",4691,8872731,52.9
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",4893,8766229,55.8
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",5174,8669884,59.7
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",5255,8586182,61.2
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",5659,8572748,66.0
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",6088,8589685,70.9
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",6372,8580285,74.3
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",6741,8574047,78.6
