"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",383,60582,632.2
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",25,58865,42.5
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",17,57506,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",11,58038,Unreliable
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58535,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,59505,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,60524,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",0,61957,Unreliable
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,63158,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",10,64603,Unreliable
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,66116,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,66264,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,66601,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",10,66480,Unreliable
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",18,65462,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",18,64638,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",28,63637,44.0
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",48,64006,75.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",60,70856,84.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",74,84355,87.7
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",92,91527,100.5
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",97,94663,102.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",90,92727,97.1
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",82,86454,94.8
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",71,82763,85.8
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",62,82809,74.9
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",85,79470,107.0
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",76,78000,97.4
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",48,77645,61.8
