"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",302,57439,525.8
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",23,55784,41.2
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54629,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55241,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55293,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55853,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,57203,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,58531,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,59184,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,60416,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62611,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62468,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,63473,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62993,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62013,Suppressed
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61010,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",21,60474,34.7
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",20,59489,33.6
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",24,62114,38.6
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",29,64449,45.0
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",22,67092,32.8
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",24,71182,33.7
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",28,75591,37.0
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",25,78894,31.7
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",24,77381,31.0
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",31,75628,41.0
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",21,71822,29.2
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",23,69681,33.0
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",19,68372,Unreliable
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",37,68820,53.8
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",39,71100,54.9
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",49,71927,68.1
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",46,74077,62.1
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",56,74192,75.5
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",51,73883,69.0
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",57,74415,76.6
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",70,75761,92.4
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",60,78254,76.7
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",69,80612,85.6
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",96,83736,114.6
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",112,84857,132.0
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",100,85447,117.0
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",139,85459,162.7
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",138,85832,160.8
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",159,85072,186.9
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",166,84121,197.3
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",186,83297,223.3
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",173,82498,209.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",218,80483,270.9
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",235,78414,299.7
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",232,76545,303.1
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",262,74311,352.6
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",246,72952,337.2
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",267,72191,369.9
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",299,68797,434.6
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",252,65139,386.9
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",267,60858,438.7
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",299,57201,522.7
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",323,51526,626.9
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",307,49468,620.6
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",322,47150,682.9
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",338,45542,742.2
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",368,42774,860.3
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",376,41074,915.4
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",381,40114,949.8
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",428,39074,1095.4
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",435,38041,1143.5
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",521,37130,1403.2
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",533,36640,1454.7
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",598,36512,1637.8
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",611,36076,1693.6
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",711,36366,1955.1
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",777,36055,2155.0
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",817,36211,2256.2
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",922,36292,2540.5
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",1045,36434,2868.2
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",1061,36266,2925.6
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",1164,36020,3231.5
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",1251,35145,3559.5
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",1399,34056,4107.9
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",1508,31957,4718.8
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",1576,29906,5269.8
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",1715,27060,6337.8
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",1568,24591,6376.3
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",1704,21754,7833.0
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",1666,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2",1655,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2",1636,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2",1547,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2",1559,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2",1430,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2",1250,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2",1142,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2",1065,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2",914,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2",764,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2",578,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2",455,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2",358,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2",266,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2",537,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2",Suppressed,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: SD; 1999-2020; SYA; F; NON; ALL; 2004; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"States: San Diego County, CA (06073)"
"Year/Month: 2000; 2001; 2002; 2003; 2004"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 9, 2026 7:03:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 9, 2026 7:03:59 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
