"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",307,59142,519.1
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",22,57932,38.0
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",10,55368,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55758,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55736,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55101,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53953,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54006,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53175,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53346,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54851,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54994,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55932,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56928,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",13,58021,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",17,59435,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",21,60525,34.7
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",29,61889,46.9
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",42,69721,60.2
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",46,84734,54.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",65,94637,68.7
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",81,100848,80.3
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",85,103711,82.0
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",83,97936,84.7
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",82,94478,86.8
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",72,93064,77.4
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",78,89006,87.6
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",68,88127,77.2
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",95,86579,109.7
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",79,83341,94.8
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",72,82984,86.8
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",88,77959,112.9
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",77,76044,101.3
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",78,72663,107.3
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",83,70921,117.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",83,70467,117.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",85,69731,121.9
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",98,71061,137.9
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",94,71736,131.0
