"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",226,56251,401.8
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",17,55299,Unreliable
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52827,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53412,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53117,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52061,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51171,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51338,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,50306,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,49944,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51418,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51730,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53185,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",10,53345,Unreliable
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",10,54285,Unreliable
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55380,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56215,Suppressed
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",Suppressed,57267,Suppressed
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61477,Suppressed
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",15,65374,Unreliable
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",20,70124,28.5
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",26,77156,33.7
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",24,79630,30.1
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",24,81068,29.6
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",29,79572,36.4
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",25,80292,31.1
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",25,79632,31.4
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",27,81020,33.3
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",31,79869,38.8
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",33,76635,43.1
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",36,75237,47.8
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",32,70427,45.4
