"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	5560	1241761	447.8	6.0
	"Female"	"F"	"1 year"	"1"	436	1249372	34.9	1.7
	"Female"	"F"	"2 years"	"2"	236	1233549	19.1	1.2
	"Female"	"F"	"3 years"	"3"	174	1242989	14.0	1.1
	"Female"	"F"	"4 years"	"4"	160	1248824	12.8	1.0
	"Female"	"F"	"5 years"	"5"	141	1238021	11.4	1.0
	"Female"	"F"	"6 years"	"6"	126	1221936	10.3	0.9
	"Female"	"F"	"7 years"	"7"	99	1224463	8.1	0.8
	"Female"	"F"	"8 years"	"8"	90	1208220	7.4	0.8
	"Female"	"F"	"9 years"	"9"	101	1200881	8.4	0.8
	"Female"	"F"	"10 years"	"10"	113	1233026	9.2	0.9
	"Female"	"F"	"11 years"	"11"	134	1247172	10.7	0.9
	"Female"	"F"	"12 years"	"12"	134	1266959	10.6	0.9
	"Female"	"F"	"13 years"	"13"	136	1284056	10.6	0.9
	"Female"	"F"	"14 years"	"14"	170	1295926	13.1	1.0
	"Female"	"F"	"15 years"	"15"	210	1319597	15.9	1.1
	"Female"	"F"	"16 years"	"16"	230	1347990	17.1	1.1
	"Female"	"F"	"17 years"	"17"	277	1365676	20.3	1.2
	"Female"	"F"	"18 years"	"18"	346	1375433	25.2	1.4
	"Female"	"F"	"19 years"	"19"	400	1347189	29.7	1.5
	"Female"	"F"	"20 years"	"20"	404	1351677	29.9	1.5
	"Female"	"F"	"21 years"	"21"	480	1355732	35.4	1.6
	"Female"	"F"	"22 years"	"22"	444	1336647	33.2	1.6
	"Female"	"F"	"23 years"	"23"	455	1330714	34.2	1.6
	"Female"	"F"	"24 years"	"24"	461	1318468	35.0	1.6
	"Female"	"F"	"25 years"	"25"	507	1330598	38.1	1.7
	"Female"	"F"	"26 years"	"26"	546	1330089	41.0	1.8
	"Female"	"F"	"27 years"	"27"	527	1352608	39.0	1.7
	"Female"	"F"	"28 years"	"28"	551	1351932	40.8	1.7
	"Female"	"F"	"29 years"	"29"	567	1326713	42.7	1.8
	"Female"	"F"	"30 years"	"30"	642	1320685	48.6	1.9
	"Female"	"F"	"31 years"	"31"	631	1274120	49.5	2.0
	"Female"	"F"	"32 years"	"32"	624	1273050	49.0	2.0
	"Female"	"F"	"33 years"	"33"	687	1250530	54.9	2.1
	"Female"	"F"	"34 years"	"34"	698	1247036	56.0	2.1
	"Female"	"F"	"35 years"	"35"	813	1254031	64.8	2.3
	"Female"	"F"	"36 years"	"36"	828	1252624	66.1	2.3
	"Female"	"F"	"37 years"	"37"	870	1276518	68.2	2.3
	"Female"	"F"	"38 years"	"38"	1025	1300594	78.8	2.5
	"Female"	"F"	"39 years"	"39"	1172	1319515	88.8	2.6
	"Female"	"F"	"40 years"	"40"	1338	1320346	101.3	2.8
	"Female"	"F"	"41 years"	"41"	1391	1316750	105.6	2.8
	"Female"	"F"	"42 years"	"42"	1522	1295646	117.5	3.0
	"Female"	"F"	"43 years"	"43"	1739	1292903	134.5	3.2
	"Female"	"F"	"44 years"	"44"	1979	1298314	152.4	3.4
	"Female"	"F"	"45 years"	"45"	2119	1311186	161.6	3.5
	"Female"	"F"	"46 years"	"46"	2442	1325472	184.2	3.7
	"Female"	"F"	"47 years"	"47"	2686	1343778	199.9	3.9
	"Female"	"F"	"48 years"	"48"	2969	1349491	220.0	4.0
	"Female"	"F"	"49 years"	"49"	3262	1344574	242.6	4.2
	"Female"	"F"	"50 years"	"50"	3570	1325993	269.2	4.5
	"Female"	"F"	"51 years"	"51"	3779	1317435	286.8	4.7
	"Female"	"F"	"52 years"	"52"	4141	1297361	319.2	5.0
	"Female"	"F"	"53 years"	"53"	4326	1266741	341.5	5.2
	"Female"	"F"	"54 years"	"54"	4562	1253188	364.0	5.4
	"Female"	"F"	"55 years"	"55"	4716	1216396	387.7	5.6
	"Female"	"F"	"56 years"	"56"	4928	1176596	418.8	6.0
	"Female"	"F"	"57 years"	"57"	5226	1139878	458.5	6.3
	"Female"	"F"	"58 years"	"58"	5252	1103257	476.0	6.6
	"Female"	"F"	"59 years"	"59"	5638	1066745	528.5	7.0
	"Female"	"F"	"60 years"	"60"	5906	1025848	575.7	7.5
	"Female"	"F"	"61 years"	"61"	6337	1016816	623.2	7.8
	"Female"	"F"	"62 years"	"62"	6412	969170	661.6	8.3
	"Female"	"F"	"63 years"	"63"	6655	895724	743.0	9.1
	"Female"	"F"	"64 years"	"64"	6845	845909	809.2	9.8
	"Female"	"F"	"65 years"	"65"	7146	806210	886.4	10.5
	"Female"	"F"	"66 years"	"66"	6848	734338	932.5	11.3
	"Female"	"F"	"67 years"	"67"	7227	693959	1041.4	12.3
	"Female"	"F"	"68 years"	"68"	7438	659582	1127.7	13.1
	"Female"	"F"	"69 years"	"69"	7823	626125	1249.4	14.1
	"Female"	"F"	"70 years"	"70"	8013	582930	1374.6	15.4
	"Female"	"F"	"71 years"	"71"	8357	557737	1498.4	16.4
	"Female"	"F"	"72 years"	"72"	8706	531266	1638.7	17.6
	"Female"	"F"	"73 years"	"73"	9196	512964	1792.7	18.7
	"Female"	"F"	"74 years"	"74"	9840	488380	2014.8	20.3
	"Female"	"F"	"75 years"	"75"	10251	461550	2221.0	21.9
	"Female"	"F"	"76 years"	"76"	11057	446195	2478.1	23.6
	"Female"	"F"	"77 years"	"77"	11861	431036	2751.7	25.3
