"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",43747,7249861,603.4
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",2996,7304890,41.0
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",1812,7353740,24.6
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1398,7405725,18.9
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1123,7493510,15.0
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",959,7537124,12.7
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",869,7532100,11.5
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",757,7591381,10.0
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",803,7606721,10.6
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",802,7617853,10.5
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",804,7803921,10.3
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",868,7822726,11.1
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",891,7902773,11.3
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1004,7944253,12.6
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1271,7992445,15.9
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",1637,8133576,20.1
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",2216,8304223,26.7
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",2614,8461923,30.9
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",3192,8705208,36.7
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",3523,8846479,39.8
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",3686,8806945,41.9
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4037,8762884,46.1
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4094,8616765,47.5
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4301,8492969,50.6
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",4442,8418278,52.8
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",4637,8438997,54.9
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",4929,8442545,58.4
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",4956,8539142,58.0
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",5501,8488338,64.8
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",5787,8373162,69.1
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",6112,8324530,73.4
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",6128,8102941,75.6
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",6459,8032744,80.4
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",6637,7869165,84.3
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",7111,7813621,91.0
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",7601,7817052,97.2
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",8281,7918362,104.6
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",9048,8208043,110.2
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",10157,8463534,120.0
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",11174,8672761,128.8
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",12420,8759295,141.8
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",13514,8823993,153.2
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",14888,8815894,168.9
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",16468,8940740,184.2
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",18652,9150550,203.8
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",20782,9420080,220.6
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",23812,9672073,246.2
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",26410,9953006,265.3
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",29020,10113654,286.9
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",31852,10175566,313.0
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",34748,10187829,341.1
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",37149,10227847,363.2
