"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	1520	356896	425.9	10.9
	"Female"	"F"	"1 year"	"1"	101	354790	28.5	2.8
	"Female"	"F"	"2 years"	"2"	59	348454	16.9	2.2
	"Female"	"F"	"3 years"	"3"	42	348276	12.1	1.9
	"Female"	"F"	"4 years"	"4"	45	346989	13.0	1.9
	"Female"	"F"	"5 years"	"5"	48	343021	14.0	2.0
	"Female"	"F"	"6 years"	"6"	38	338774	11.2	1.8
	"Female"	"F"	"7 years"	"7"	23	339023	6.8	1.4
	"Female"	"F"	"8 years"	"8"	25	332258	7.5	1.5
	"Female"	"F"	"9 years"	"9"	33	330507	10.0	1.7
	"Female"	"F"	"10 years"	"10"	41	342405	12.0	1.9
	"Female"	"F"	"11 years"	"11"	38	347067	10.9	1.8
	"Female"	"F"	"12 years"	"12"	40	352569	11.3	1.8
	"Female"	"F"	"13 years"	"13"	26	357044	7.3	1.4
	"Female"	"F"	"14 years"	"14"	44	359779	12.2	1.8
	"Female"	"F"	"15 years"	"15"	51	363475	14.0	2.0
	"Female"	"F"	"16 years"	"16"	60	368931	16.3	2.1
	"Female"	"F"	"17 years"	"17"	69	369656	18.7	2.2
	"Female"	"F"	"18 years"	"18"	72	364305	19.8	2.3
	"Female"	"F"	"19 years"	"19"	81	350980	23.1	2.6
	"Female"	"F"	"20 years"	"20"	83	344012	24.1	2.6
	"Female"	"F"	"21 years"	"21"	97	334773	29.0	2.9
	"Female"	"F"	"22 years"	"22"	85	324790	26.2	2.8
	"Female"	"F"	"23 years"	"23"	103	316276	32.6	3.2
	"Female"	"F"	"24 years"	"24"	88	312621	28.1	3.0
	"Female"	"F"	"25 years"	"25"	94	311431	30.2	3.1
	"Female"	"F"	"26 years"	"26"	94	309852	30.3	3.1
	"Female"	"F"	"27 years"	"27"	87	311687	27.9	3.0
