"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",2793,604490,462.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",220,606476,36.3
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",129,618473,20.9
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",94,618845,15.2
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",76,611081,12.4
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",52,604912,8.6
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",65,603961,10.8
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",51,607122,8.4
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",59,608824,9.7
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",57,615333,9.3
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",57,621332,9.2
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",74,622861,11.9
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",83,621858,13.3
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",76,625736,12.1
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",115,633460,18.2
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",169,639538,26.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",241,648876,37.1
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",318,662530,48.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",454,686568,66.1
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",587,671792,87.4
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",649,699453,92.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",798,725198,110.0
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",836,763419,109.5
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",816,817011,99.9
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",943,864185,109.1
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",1003,899362,111.5
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",1004,921057,109.0
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",1082,923442,117.2
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",1039,908597,114.4
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",1074,891168,120.5
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",1041,876015,118.8
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",1049,864950,121.3
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1139,855949,133.1
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1139,845639,134.7
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1176,836326,140.6
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1221,820562,148.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1188,797817,148.9
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1309,776305,168.6
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1255,756275,165.9
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1314,740412,177.5
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1276,732141,174.3
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1372,728051,188.4
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1497,732246,204.4
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1654,750714,220.3
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1857,773313,240.1
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2108,791411,266.4
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",2283,802701,284.4
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",2522,805189,313.2
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",2852,802561,355.4
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3091,801924,385.4
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",3419,819183,417.4
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",3824,837161,456.8
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",4250,858884,494.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",4725,879545,537.2
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5340,893444,597.7
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",5889,895761,657.4
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6398,892898,716.5
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6920,888339,779.0
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",7382,875850,842.8
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7872,858751,916.7
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",8298,841805,985.7
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",8859,817365,1083.8
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",9002,788117,1142.2
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",9420,760540,1238.6
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",9594,732807,1309.2
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",9858,708561,1391.3
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",10269,687513,1493.6
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",10505,679672,1545.6
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",10984,639934,1716.4
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",10806,601028,1797.9
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",10983,560284,1960.3
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",11262,523808,2150.0
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",10901,469974,2319.5
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",11239,441415,2546.1
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",11396,410684,2774.9
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",11731,382234,3069.1
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",11524,350136,3291.3
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",11894,324764,3662.4
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",12138,303737,3996.2
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",12647,282519,4476.5
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",13013,260610,4993.3
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",13170,239919,5489.4
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",13690,221963,6167.7
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",14149,204576,6916.3
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",14510,188552,7695.5
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",14667,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",14673,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",14580,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",14422,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",13766,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",13193,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",12181,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",11183,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",9886,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",8293,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2",6755,Not Applicable,Not Applicable
,"96 years","96","Male","M","Not Hispanic or Latino","2186-2",5299,Not Applicable,Not Applicable
,"97 years","97","Male","M","Not Hispanic or Latino","2186-2",3876,Not Applicable,Not Applicable
,"98 years","98","Male","M","Not Hispanic or Latino","2186-2",2796,Not Applicable,Not Applicable
,"99 years","99","Male","M","Not Hispanic or Latino","2186-2",1889,Not Applicable,Not Applicable
,"100+ years","100","Male","M","Not Hispanic or Latino","2186-2",3171,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Not Hispanic or Latino","2186-2",41,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: CA; 1999-2020; SYA; M; NON; ALL; 2018; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Male"
"States: California (06)"
"Year/Month: 2014; 2015; 2016; 2017; 2018"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 10, 2026 12:30:43 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 10, 2026 12:30:43 AM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
