"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",2685,598971,448.3
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",212,600172,35.3
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",129,617371,20.9
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",96,617069,15.6
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",71,616324,11.5
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",51,609446,8.4
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",71,603656,11.8
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",50,602666,8.3
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",62,605537,10.2
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",61,608102,10.0
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",54,613197,8.8
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",72,620411,11.6
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",83,621473,13.4
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",77,621182,12.4
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",112,626292,17.9
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",171,634336,27.0
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",237,641397,37.0
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",311,651243,47.8
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",460,678585,67.8
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",574,663659,86.5
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",648,684700,94.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",766,709031,108.0
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",832,742793,112.0
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",793,788673,100.5
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",913,837116,109.1
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",996,883194,112.8
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",1033,915424,112.8
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",1108,932283,118.8
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",1079,931342,115.9
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",1135,915328,124.0
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",1089,898597,121.2
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",1099,880946,124.8
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1175,868099,135.4
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1192,860256,138.6
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1217,846628,143.7
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1309,838048,156.2
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1274,819411,155.5
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1389,797091,174.3
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1354,775664,174.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1385,754046,183.7
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1378,740060,186.2
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1401,729452,192.1
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1500,725319,206.8
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1578,728846,216.5
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1813,748239,242.3
