"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",63687,7854233,810.9
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",4261,7831958,54.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2902,7826749,37.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",2175,7840389,27.7
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1783,7879109,22.6
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1499,7904405,19.0
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1380,7976579,17.3
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1280,8101169,15.8
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1309,8263617,15.8
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1340,8473120,15.8
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1484,8791816,16.9
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1560,8927628,17.5
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1895,9063626,20.9
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",2355,9084762,25.9
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2976,9040479,32.9
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",4037,9027594,44.7
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",6259,8955095,69.9
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",7914,8877294,89.1
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",10465,8867774,118.0
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",11810,8834326,133.7
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",11844,8723610,135.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",12814,8626408,148.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12479,8449620,147.7
