"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",51138,7511940,680.8
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3470,7533129,46.1
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2326,7552118,30.8
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1792,7564513,23.7
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1496,7630330,19.6
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1221,7709859,15.8
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1042,7773050,13.4
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1043,7838076,13.3
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1025,7911475,13.0
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1010,7929704,12.7
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1023,7933353,12.9
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1077,7992691,13.5
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1237,8084315,15.3
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1613,8140564,19.8
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2095,8208023,25.5
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",2906,8283039,35.1
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4021,8332371,48.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",5478,8396293,65.2
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",7604,8525388,89.2
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",9039,8684476,104.1
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",10097,8880427,113.7
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",11891,9089500,130.8
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12762,9252101,137.9
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",13039,9299737,140.2
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",13502,9253573,145.9
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",13671,9125667,149.8
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",13676,8962105,152.6
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",13818,8812409,156.8
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",13998,8674158,161.4
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",14330,8613365,166.4
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",14456,8581143,168.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",14860,8526050,174.3
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",14987,8496894,176.4
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",15352,8425954,182.2
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",15932,8292297,192.1
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",16008,8145028,196.5
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",16094,7966413,202.0
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",16306,7813423,208.7
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",16516,7716350,214.0
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",17339,7689731,225.5
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",18321,7778070,235.5
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",20251,8034161,252.1
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",21851,8265336,264.4
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",23946,8453139,283.3
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",26312,8574409,306.9
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",28374,8611760,329.5
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",31277,8574331,364.8
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",34395,8625081,398.8
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",38420,8813383,435.9
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",43333,9046262,479.0
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",48873,9272012,527.1
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",54768,9490619,577.1
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",60130,9611685,625.6
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",65742,9626278,682.9
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",71419,9629147,741.7
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",77716,9605215,809.1
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",82534,9475454,871.0
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",87863,9311143,943.6
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",92444,9129676,1012.6
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",96666,8886846,1087.7
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",100226,8606756,1164.5
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",104346,8341127,1251.0
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",107756,8054914,1337.8
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",111218,7799733,1425.9
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",114511,7600277,1506.7
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",119613,7537036,1587.0
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",120937,7087818,1706.3
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",121481,6651415,1826.4
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",123379,6237001,1978.2
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",125859,5870672,2143.9
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",123848,5287095,2342.5
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",128478,5016638,2561.0
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",130977,4713720,2778.6
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",132720,4393469,3020.8
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",132372,4015304,3296.7
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",134771,3718489,3624.3
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",136935,3475217,3940.3
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",141606,3250070,4357.0
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",143214,3006037,4764.2
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",146283,2780994,5260.1
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",151180,2587383,5843.0
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",155853,2399987,6493.9
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",159525,2221100,7182.3
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",162411,2051928,7915.0
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",166093,1874763,8859.4
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",164984,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",163725,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",160078,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",153332,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",143619,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",132934,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",118998,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",103428,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",86924,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",69719,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2",54064,Not Applicable,Not Applicable
,"96 years","96","Male","M","Not Hispanic or Latino","2186-2",40310,Not Applicable,Not Applicable
,"97 years","97","Male","M","Not Hispanic or Latino","2186-2",28955,Not Applicable,Not Applicable
,"98 years","98","Male","M","Not Hispanic or Latino","2186-2",20436,Not Applicable,Not Applicable
,"99 years","99","Male","M","Not Hispanic or Latino","2186-2",13605,Not Applicable,Not Applicable
