"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3001,607471,494.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",222,610161,36.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",129,611579,21.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",88,606296,14.5
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",80,604972,13.2
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",59,607962,9.7
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",74,609607,12.1
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",53,614734,8.6
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",58,621077,9.3
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",54,623133,8.7
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",58,621628,9.3
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",80,625681,12.8
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",78,630963,12.4
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",78,635580,12.3
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",107,644395,16.6
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",172,656764,26.2
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",236,669467,35.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",330,683862,48.3
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",474,708248,66.9
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",622,693920,89.6
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",675,727525,92.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",826,767967,107.6
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",882,812638,108.5
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",905,854276,105.9
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",946,880355,107.5
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",1020,892651,114.3
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",919,885301,103.8
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",981,871776,112.5
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",960,855963,112.2
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",1034,846830,122.1
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",1019,843360,120.8
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",987,833018,118.5
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1093,826801,132.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1052,813045,129.4
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1058,792659,133.5
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1131,773603,146.2
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1088,752704,144.5
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1147,739324,155.1
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1178,729930,161.4
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1190,726861,163.7
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1270,733967,173.0
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1417,753798,188.0
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1617,776282,208.3
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1786,790967,225.8
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1940,805075,241.0
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2164,810312,267.1
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",2333,808064,288.7
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",2680,809833,330.9
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",2938,826106,355.6
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3464,847096,408.9
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",3714,872335,425.8
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4148,892837,464.6
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",4557,909153,501.2
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5070,909739,557.3
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5606,910226,615.9
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6079,909575,668.3
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6324,896539,705.4
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6891,879854,783.2
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",7417,863548,858.9
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7881,840904,937.2
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",8154,813644,1002.2
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",8526,787216,1083.1
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",8823,760801,1159.7
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",9088,734079,1238.0
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",9362,712833,1313.4
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",9546,707520,1349.2
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",9833,667945,1472.1
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",9589,625577,1532.8
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",9905,584417,1694.9
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",9850,549780,1791.6
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",9797,493868,1983.7
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",10109,465126,2173.4
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",10241,435083,2353.8
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",10441,405599,2574.2
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",10383,373547,2779.6
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",10846,348716,3110.3
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",10924,327298,3337.6
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",11486,306992,3741.5
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",11578,286000,4048.3
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",11974,266251,4497.3
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",12641,249198,5072.7
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",13231,233126,5675.5
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",13631,218222,6246.4
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",14203,201885,7035.2
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",14574,185472,7857.8
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",14703,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",14419,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",14398,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",14251,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",13842,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",13235,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",12235,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",10849,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",9354,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",7646,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2",6024,Not Applicable,Not Applicable
