"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3565,610571,583.9
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",236,608936,38.8
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",160,607450,26.3
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",109,619623,17.6
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",98,625611,15.7
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",80,617330,13.0
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",61,613306,9.9
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",75,613713,12.2
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",70,615395,11.4
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",65,619140,10.5
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",66,652260,10.1
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",78,656150,11.9
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",79,676996,11.7
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",106,691582,15.3
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",151,707157,21.4
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",216,731949,29.5
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",296,754095,39.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",437,774919,56.4
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",679,787903,86.2
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",755,790691,95.5
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",876,803098,109.1
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",905,803264,112.7
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",850,796452,106.7
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",857,793751,108.0
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",923,793958,116.3
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",835,807559,103.4
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",835,799097,104.5
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",879,803720,109.4
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",883,800944,110.2
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",855,765443,111.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",853,767944,111.1
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",866,727618,119.0
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",893,724564,123.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",893,716845,124.6
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",935,716963,130.4
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",999,735668,135.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1046,750883,139.3
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1119,778628,143.7
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1320,797153,165.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1386,814113,170.2
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1518,817981,185.6
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1716,812946,211.1
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1922,818247,234.9
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",2104,841205,250.1
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",2300,860103,267.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2580,883073,292.2
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",3044,912433,333.6
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",3240,935713,346.3
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",3683,933666,394.5
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3998,943052,423.9
