"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",2712,580906,466.9
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",212,581757,36.4
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",122,577797,21.1
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",91,589888,15.4
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",76,594899,12.8
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",67,588550,11.4
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",62,585662,10.6
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",52,586045,8.9
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",46,584498,7.9
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",50,588114,8.5
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",52,616142,8.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",67,625662,10.7
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",57,642966,8.9
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",95,657751,14.4
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",81,666669,12.1
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",129,690626,18.7
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",141,712907,19.8
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",159,727157,21.9
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",211,734441,28.7
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",249,730954,34.1
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",254,741658,34.2
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",296,747850,39.6
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",267,744596,35.9
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",299,750039,39.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",300,752387,39.9
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",322,773812,41.6
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",378,783126,48.3
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",343,796998,43.0
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",359,797306,45.0
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",375,755314,49.6
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",406,751559,54.0
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",425,715040,59.4
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",409,718450,56.9
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",464,711438,65.2
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",458,717146,63.9
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",557,729741,76.3
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",568,750255,75.7
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",615,782001,78.6
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",792,804109,98.5
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",878,820307,107.0
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",995,822552,121.0
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",1000,821520,121.7
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",1166,823150,141.7
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",1299,846409,153.5
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",1521,869740,174.9
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",1664,894234,186.1
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",1956,921031,212.4
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",2151,944839,227.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",2301,945782,243.3
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",2571,952777,269.8
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",2876,949856,302.8
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",2940,948083,310.1
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",3301,937735,352.0
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",3470,927878,374.0
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",3678,918650,400.4
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",3762,892486,421.5
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",3906,872645,447.6
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",4156,855041,486.1
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",4269,832594,512.7
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",4513,811680,556.0
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",4913,805338,610.1
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",5040,768158,656.1
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",5266,734293,717.2
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",5352,674133,793.9
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",5535,643764,859.8
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",5568,592962,939.0
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",5568,565183,985.2
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",5881,532050,1105.3
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",6011,505721,1188.6
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",6313,475533,1327.6
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",6530,449687,1452.1
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",6941,434724,1596.6
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",7366,418428,1760.4
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",7781,403824,1926.8
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",8283,385410,2149.1
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",8757,367013,2386.0
