"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",63655,7809601,815.1
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",4106,7739100,53.1
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2748,7803913,35.2
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",2060,7843205,26.3
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1637,7874970,20.8
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1472,7889782,18.7
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1324,7873707,16.8
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1229,7902745,15.6
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1217,7999992,15.2
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1206,8158036,14.8
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1306,8526091,15.3
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1441,8612101,16.7
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1652,8828332,18.7
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",2172,8992738,24.2
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2831,9053996,31.3
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",3966,9141201,43.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",5992,9141646,65.5
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",7815,9070251,86.2
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",10539,8996258,117.1
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",11713,8903930,131.5
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",11934,8770496,136.1
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",13032,8718601,149.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",13019,8589077,151.6
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",12741,8475069,150.3
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",12601,8329085,151.3
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",12272,8176139,150.1
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",11872,7915593,150.0
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",11750,7724628,152.1
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",11172,7591644,147.2
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",11291,7434922,151.9
