"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",49137,7448179,659.7
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",3342,7402516,45.1
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",2132,7468361,28.5
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1528,7504860,20.4
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1234,7528194,16.4
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",1119,7552047,14.8
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",1061,7536964,14.1
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",958,7557047,12.7
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",931,7635059,12.2
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",967,7772328,12.4
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",1032,8114264,12.7
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",991,8193872,12.1
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",1082,8402359,12.9
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1339,8555917,15.6
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1623,8606445,18.9
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",2064,8684384,23.8
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",3036,8681997,35.0
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",3420,8601585,39.8
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",4053,8584375,47.2
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",4082,8550130,47.7
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",4001,8450498,47.3
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4333,8444418,51.3
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4241,8405987,50.5
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4270,8405460,50.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",4492,8372547,53.7
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",4431,8324665,53.2
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",4720,8129003,58.1
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",4742,7948713,59.7
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",4779,7725914,61.9
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",5107,7533931,67.8
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",5226,7654002,68.3
