"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",350,60452,579.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",25,57647,43.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",11,54614,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",10,55285,Unreliable
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",10,54114,Unreliable
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53514,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,52869,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54007,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54562,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56443,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,59353,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,59413,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,60695,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,62045,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",12,63154,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",24,64191,37.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",22,64458,34.1
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",32,64946,49.3
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",43,71279,60.3
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",62,85694,72.4
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",77,94140,81.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",96,99084,96.9
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",91,98089,92.8
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",99,91177,108.6
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",73,88048,82.9
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",54,88311,61.1
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",76,84083,90.4
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",74,82716,89.5
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",67,80360,83.4
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",69,75539,91.3
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",68,76049,89.4
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",65,72270,89.9
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",87,73228,118.8
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",71,73496,96.6
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",97,74731,129.8
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",90,76339,117.9
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",114,75989,150.0
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",116,75530,153.6
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",100,74308,134.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",128,74627,171.5
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",164,75982,215.8
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",153,77153,198.3
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",207,80371,257.6
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",203,82705,245.5
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",225,82906,271.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",243,83668,290.4
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",267,84938,314.3
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",304,84768,358.6
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",349,83636,417.3
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",332,82267,403.6
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",381,80423,473.7
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",426,78687,541.4
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",452,76114,593.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",461,74543,618.4
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",456,72540,628.6
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",497,68864,721.7
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",492,68333,720.0
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",534,67690,788.9
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",546,63497,859.9
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",561,59156,948.3
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",585,55611,1052.0
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",583,52708,1106.1
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",542,46302,1170.6
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",531,43117,1231.5
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",579,41430,1397.5
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",523,39087,1338.0
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",556,36335,1530.2
