"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",3296,620883,530.9
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",241,620365,38.8
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",174,619807,28.1
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",85,630283,13.5
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",102,646209,15.8
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",123,662229,18.6
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",84,677239,12.4
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",80,699618,11.4
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",87,720693,12.1
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",83,732725,11.3
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",90,750332,12.0
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",97,756082,12.8
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",105,755214,13.9
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",109,745647,14.6
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",140,736173,19.0
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",160,727316,22.0
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",203,724575,28.0
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",236,719266,32.8
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",296,697747,42.4
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",311,683696,45.5
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",291,686685,42.4
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",292,692952,42.1
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",284,705941,40.2
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",280,703370,39.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",289,698462,41.4
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",300,702673,42.7
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",309,702344,44.0
