"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",4129,654324,631.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",316,653392,48.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",245,650916,37.6
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",182,661769,27.5
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",117,680063,17.2
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",123,696210,17.7
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",116,714526,16.2
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",96,736219,13.0
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",97,760111,12.8
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",112,773183,14.5
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",137,792267,17.3
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",141,794587,17.7
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",146,797280,18.3
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",166,787177,21.1
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",241,776497,31.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",260,766972,33.9
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",446,765869,58.2
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",581,764732,76.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",770,743946,103.5
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",806,737443,109.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",924,739194,125.0
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",918,732318,125.4
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",889,728493,122.0
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",772,715765,107.9
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",738,710290,103.9
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",772,717658,107.6
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",808,714375,113.1
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",827,733232,112.8
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",811,760085,106.7
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",898,789199,113.8
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",890,834866,106.6
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",1011,837215,120.8
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1106,856243,129.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1196,857198,139.5
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1299,859647,151.1
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1428,897360,159.1
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1549,912828,169.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1673,946611,176.7
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1957,967320,202.3
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",2042,980577,208.2
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",2316,1001760,231.2
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",2465,984411,250.4
