"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",64358,7848446,820.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",4387,7861032,55.8
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",3078,7845691,39.2
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",2348,7867190,29.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1872,7991091,23.4
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1645,8107406,20.3
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1477,8246117,17.9
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1397,8452004,16.5
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1459,8616884,16.9
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1433,8828823,16.2
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1678,9000663,18.6
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1697,8993978,18.9
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1970,9021766,21.8
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",2368,8952896,26.4
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",3051,8877535,34.4
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",4078,8808213,46.3
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",6448,8826525,73.1
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",8131,8814867,92.2
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",10449,8731016,119.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",11740,8731628,134.5
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",11658,8557042,136.2
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",12199,8325935,146.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",11655,8091701,144.0
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",11152,7795863,143.1
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",10716,7621399,140.6
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",10173,7548078,134.8
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",10284,7459498,137.9
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",10395,7642780,136.0
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",10769,7906261,136.2
