"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",49762,7487672,664.6
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",3427,7515171,45.6
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",2297,7501547,30.6
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1661,7518540,22.1
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1390,7625785,18.2
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",1242,7734166,16.1
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",1133,7859291,14.4
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",1146,8051061,14.2
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",1083,8202061,13.2
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",1131,8395626,13.5
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",1145,8558289,13.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",1200,8560713,14.0
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",1245,8581570,14.5
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1440,8511986,16.9
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1732,8436044,20.5
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",2207,8360014,26.4
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",3301,8367673,39.4
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",3665,8350776,43.9
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",4005,8349018,48.0
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",3923,8454424,46.4
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",4002,8360173,47.9
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4153,8222077,50.5
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",3912,8054686,48.6
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",3875,7782549,49.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",3909,7640394,51.2
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",4003,7585441,52.8
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",4087,7535180,54.2
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",4429,7734496,57.3
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",4732,7992983,59.2
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",5248,8230528,63.8
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",5678,8538062,66.5
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",6111,8595046,71.1
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",6738,8747928,77.0
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",7408,8736254,84.8
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",8044,8858997,90.8
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",9099,9196074,98.9
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",10301,9444342,109.1
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",11558,9746344,118.6
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",12959,9971402,130.0
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",14566,10159035,143.4
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",15707,10290281,152.6
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",17105,10240034,167.0
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",18455,10319141,178.8
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",20141,10176557,197.9
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",21502,10053592,213.9
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",22858,9996387,228.7
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",23842,9736959,244.9
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",25012,9575334,261.2
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",26221,9301043,281.9
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",27938,9109805,306.7
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",29204,8978911,325.3
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",30994,8758118,353.9
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",33469,8838074,378.7
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",35074,8234880,425.9
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",36496,7933486,460.0
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",37909,7560810,501.4
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",39785,7251824,548.6
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",40659,6631084,613.2
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",43477,6457225,673.3
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",45975,6222758,738.8
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",48019,5995161,801.0
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",49770,5635027,883.2
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",52496,5402045,971.8
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",55382,5250320,1054.8
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",59661,5137806,1161.2
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",62830,4986321,1260.0
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",66828,4851082,1377.6
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",72290,4816332,1500.9
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",77083,4747049,1623.8
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",83439,4690443,1778.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",91358,4699043,1944.2
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",98622,4667356,2113.0
