"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",49138,7455284,659.1
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",3360,7406314,45.4
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",2057,7407093,27.8
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1483,7490073,19.8
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1211,7545934,16.0
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",1108,7563775,14.6
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",1039,7531096,13.8
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",912,7557639,12.1
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",895,7562267,11.8
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",929,7678732,12.1
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",961,8019215,12.0
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",953,8055162,11.8
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",1017,8265027,12.3
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1256,8402311,14.9
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1599,8517403,18.8
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",2032,8668644,23.4
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",2908,8724744,33.3
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",3312,8664469,38.2
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",3922,8693401,45.1
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",4052,8649697,46.8
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",3935,8491008,46.3
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4272,8452927,50.5
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4186,8381623,49.9
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4227,8397311,50.3
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",4454,8417529,52.9
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",4566,8456885,54.0
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",4797,8292778,57.8
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",4802,8200047,58.6
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",4958,7896201,62.8
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",5172,7637468,67.7
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",5261,7677146,68.5
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",5664,7597312,74.6
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",6262,7836422,79.9
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",6624,8126505,81.5
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",7494,8387135,89.4
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",8441,8624694,97.9
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",8976,8761037,102.5
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",9885,8802335,112.3
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",10900,8804911,123.8
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",12261,8920266,137.5
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",13764,9152929,150.4
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",15322,9472328,161.8
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",17471,9733056,179.5
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",19741,10018589,197.0
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",21694,10116082,214.5
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",23590,10140884,232.6
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",25783,10221471,252.2
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",27948,10267550,272.2
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",29828,10149296,293.9
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",31711,10057199,315.3
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",33879,9892472,342.5
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",35462,9764407,363.2
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",36835,9494198,388.0
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",37970,9319567,407.4
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",40119,9123680,439.7
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",41942,8857690,473.5
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",44407,8741611,508.0
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",47846,8697117,550.1
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",49637,8259448,601.0
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",51581,7804796,660.9
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",53535,7351077,728.3
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",56062,7103969,789.2
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",57398,6527997,879.3
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",60353,6329433,953.5
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",62975,6050172,1040.9
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",65423,5790595,1129.8
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",66725,5435162,1227.7
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",69826,5188637,1345.7
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",72651,5007539,1450.8
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",77351,4853069,1593.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",82199,4649347,1768.0
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",86880,4529314,1918.2
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",93905,4412392,2128.2
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",100261,4326888,2317.2
