"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",257,57297,448.5
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",20,55010,36.4
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53000,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53199,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52404,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52199,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52790,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54372,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,55284,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56614,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,59244,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,59353,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61556,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61368,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61589,Suppressed
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62090,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",21,61498,34.1
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",13,60240,Unreliable
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",27,62363,43.3
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",32,64051,50.0
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",26,66242,39.3
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",20,71846,27.8
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",37,75963,48.7
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",22,81057,27.1
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",25,81906,30.5
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",34,82621,41.2
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",26,78631,33.1
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",22,74918,29.4
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",20,69931,28.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",29,65972,44.0
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",30,66123,45.4
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",39,66093,59.0
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",45,70003,64.3
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",52,70857,73.4
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",49,72385,67.7
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",51,73160,69.7
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",59,72339,81.6
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",67,72880,91.9
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",54,74061,72.9
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",87,76913,113.1
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",105,78634,133.5
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",94,82057,114.6
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",125,82906,150.8
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",127,83976,151.2
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",144,83845,171.7
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",162,83864,193.2
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",189,83401,226.6
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",177,83030,213.2
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",208,82648,251.7
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",207,81374,254.4
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",234,79335,295.0
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",250,77248,323.6
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",250,74883,333.9
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",253,73164,345.8
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",292,71492,408.4
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",262,71643,365.7
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",297,67612,439.3
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",308,63661,483.8
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",321,59161,542.6
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",326,56329,578.7
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",331,50306,658.0
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",339,48458,699.6
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",384,46155,832.0
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",381,44123,863.5
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",388,41992,924.0
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",414,40437,1023.8
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",424,38933,1089.1
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",450,37650,1195.2
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",481,36678,1311.4
