"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",58065,7671593,756.9
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3885,7661168,50.7
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2550,7708202,33.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1992,7787270,25.6
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1487,7846448,19.0
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1259,7876639,16.0
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1111,7899480,14.1
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1092,7913959,13.8
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1127,7922172,14.2
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1043,7970183,13.1
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1081,8244095,13.1
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1242,8229484,15.1
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1355,8328966,16.3
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1761,8411040,20.9
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2216,8500624,26.1
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",3155,8706943,36.2
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4848,8921115,54.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",6453,9102154,70.9
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",9348,9204304,101.6
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",10703,9210299,116.2
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",11170,9002310,124.1
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",12293,8875003,138.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12364,8687349,142.3
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",12306,8545248,144.0
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",12409,8481518,146.3
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",12248,8475087,144.5
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",12311,8369536,147.1
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",12243,8342952,146.7
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",12459,8267090,150.7
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",12528,8061474,155.4
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",12470,8084118,154.3
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",12378,7776551,159.2
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",12215,7746311,157.7
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",12415,7618226,163.0
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",12759,7642176,167.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",13483,7782386,173.3
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",14389,8016396,179.5
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",15980,8269995,193.2
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",17336,8471584,204.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",18567,8631570,215.1
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",19831,8629969,229.8
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",21831,8627867,253.0
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",23877,8732163,273.4
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",26286,8964656,293.2
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",29972,9167595,326.9
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",33479,9396784,356.3
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",37449,9643063,388.4
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",41560,9832274,422.7
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",45011,9836769,457.6
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",49691,9895767,502.1
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",54054,9832836,549.7
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",57946,9762603,593.6
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",62160,9610575,646.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",66231,9454118,700.6
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",69312,9287144,746.3
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",73107,8940218,817.7
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",76145,8731619,872.1
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",78896,8494986,928.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",81580,8265071,987.0
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",85318,8037266,1061.5
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",90163,7928160,1137.3
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",90399,7558112,1196.1
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",92520,7182703,1288.1
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",94586,6686572,1414.6
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",97426,6358299,1532.3
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",95802,5789873,1654.6
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",98531,5548441,1775.8
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",100612,5260958,1912.4
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",103255,4958965,2082.2
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",103803,4584738,2264.1
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",105707,4271986,2474.4
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",108627,4091680,2654.8
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",113183,3878749,2918.0
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",117066,3663446,3195.5
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",120460,3454686,3486.9
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",125751,3252410,3866.4
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",131207,3119744,4205.7
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",137280,2971777,4619.5
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",144509,2838245,5091.5
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",149912,2696501,5559.5
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",156380,2506333,6239.4
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",160541,2343294,6851.1
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",163635,2144327,7631.1
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",165133,1963136,8411.7
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",165238,1755109,9414.7
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",162738,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",158310,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",150547,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",138936,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",126593,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",112334,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",95929,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",81364,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",67168,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",53523,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2",41139,Not Applicable,Not Applicable
,"96 years","96","Male","M","Not Hispanic or Latino","2186-2",30181,Not Applicable,Not Applicable
,"97 years","97","Male","M","Not Hispanic or Latino","2186-2",21732,Not Applicable,Not Applicable
,"98 years","98","Male","M","Not Hispanic or Latino","2186-2",14893,Not Applicable,Not Applicable
,"99 years","99","Male","M","Not Hispanic or Latino","2186-2",10113,Not Applicable,Not Applicable
,"100+ years","100","Male","M","Not Hispanic or Latino","2186-2",16234,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Not Hispanic or Latino","2186-2",337,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: US; 1999-2020; SYA; M; NON; ALL; 2011; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Male"
"Year/Month: 2007; 2008; 2009; 2010; 2011"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 9, 2026 9:45:31 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 9, 2026 9:45:31 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
