"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",53668,7517372,713.9
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3651,7574520,48.2
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2457,7657183,32.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1879,7703957,24.4
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1476,7775989,19.0
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1245,7865958,15.8
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1030,7876781,13.1
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1070,7882477,13.6
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1073,7948552,13.5
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1022,7980319,12.8
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",991,8107748,12.2
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1160,8142971,14.2
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1285,8231154,15.6
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1585,8289657,19.1
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2088,8325597,25.1
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",2864,8432323,34.0
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4237,8585674,49.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",5682,8756613,64.9
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",8208,8952298,91.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",9667,9142119,105.7
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",10565,9125884,115.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",11876,9097479,130.5
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12095,8969235,134.8
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",12114,8809919,137.5
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",12148,8665948,140.2
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",12084,8553858,141.3
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",12438,8478451,146.7
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",12266,8464740,144.9
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",12522,8428696,148.6
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",12886,8349999,154.3
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",12961,8368175,154.9
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",13067,8167928,160.0
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",12910,8090928,159.6
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",13074,7890465,165.7
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",13198,7770383,169.9
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",13491,7691542,175.4
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",13914,7659013,181.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",14881,7776401,191.4
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",16139,8034693,200.9
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",17611,8291797,212.4
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",19272,8454640,227.9
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",21001,8576582,244.9
