"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	1321	344739	383.2	10.5
	"Female"	"F"	"1 year"	"1"	111	347444	31.9	3.0
	"Female"	"F"	"2 years"	"2"	51	346126	14.7	2.1
	"Female"	"F"	"3 years"	"3"	47	348202	13.5	2.0
	"Female"	"F"	"4 years"	"4"	40	351899	11.4	1.8
	"Female"	"F"	"5 years"	"5"	37	355297	10.4	1.7
	"Female"	"F"	"6 years"	"6"	31	355694	8.7	1.6
	"Female"	"F"	"7 years"	"7"	26	355440	7.3	1.4
	"Female"	"F"	"8 years"	"8"	26	359086	7.2	1.4
	"Female"	"F"	"9 years"	"9"	29	358761	8.1	1.5
	"Female"	"F"	"10 years"	"10"	23	364596	6.3	1.3
	"Female"	"F"	"11 years"	"11"	32	369316	8.7	1.5
	"Female"	"F"	"12 years"	"12"	30	376349	8.0	1.5
	"Female"	"F"	"13 years"	"13"	46	384617	12.0	1.8
	"Female"	"F"	"14 years"	"14"	54	390396	13.8	1.9
	"Female"	"F"	"15 years"	"15"	76	401333	18.9	2.2
	"Female"	"F"	"16 years"	"16"	64	410489	15.6	1.9
	"Female"	"F"	"17 years"	"17"	84	422468	19.9	2.2
	"Female"	"F"	"18 years"	"18"	120	432636	27.7	2.5
	"Female"	"F"	"19 years"	"19"	151	425368	35.5	2.9
	"Female"	"F"	"20 years"	"20"	153	442943	34.5	2.8
	"Female"	"F"	"21 years"	"21"	184	460002	40.0	2.9
	"Female"	"F"	"22 years"	"22"	183	474232	38.6	2.9
	"Female"	"F"	"23 years"	"23"	163	487200	33.5	2.6
	"Female"	"F"	"24 years"	"24"	210	484790	43.3	3.0
	"Female"	"F"	"25 years"	"25"	207	484645	42.7	3.0
	"Female"	"F"	"26 years"	"26"	232	483328	48.0	3.2
	"Female"	"F"	"27 years"	"27"	225	483320	46.6	3.1
	"Female"	"F"	"28 years"	"28"	227	490351	46.3	3.1
	"Female"	"F"	"29 years"	"29"	235	478276	49.1	3.2
	"Female"	"F"	"30 years"	"30"	236	476280	49.6	3.2
	"Female"	"F"	"31 years"	"31"	276	458688	60.2	3.6
	"Female"	"F"	"32 years"	"32"	284	453218	62.7	3.7
	"Female"	"F"	"33 years"	"33"	283	436551	64.8	3.9
	"Female"	"F"	"34 years"	"34"	281	430622	65.3	3.9
	"Female"	"F"	"35 years"	"35"	347	423178	82.0	4.4
