"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",273,57352,476.0
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",21,54568,38.5
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",10,52497,Unreliable
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52816,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51600,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,50887,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51254,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52573,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52896,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54728,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,57774,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,57487,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,59509,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,60324,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",Suppressed,60260,Suppressed
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61450,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",20,61727,32.4
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",12,60780,Unreliable
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",25,62492,40.0
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",29,65027,44.6
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",24,67301,35.7
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",20,72299,27.7
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",41,75006,54.7
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",24,80168,29.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",25,81888,30.5
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",34,83429,40.8
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",31,81440,38.1
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",25,77721,32.2
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",21,72642,28.9
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",28,66373,42.2
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",27,65829,41.0
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",34,63193,53.8
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",41,67398,60.8
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",46,68380,67.3
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",43,70218,61.2
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",51,71708,71.1
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",58,72240,80.3
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",55,71836,76.6
