"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",348,60527,575.0
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",25,57442,43.5
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",12,55245,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",10,55182,Unreliable
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54557,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54083,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54102,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55377,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56569,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58389,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,60865,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",11,61363,Unreliable
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,62503,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,63874,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",17,64259,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",25,65093,38.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",23,65108,35.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",40,64639,61.9
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",48,70939,67.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",67,84530,79.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",84,92673,90.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",85,96355,88.2
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",96,95604,100.4
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",100,89492,111.7
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",72,86485,83.3
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",53,86534,61.2
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",77,82905,92.9
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",81,80714,100.4
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",53,78832,67.2
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",69,74540,92.6
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",68,75452,90.1
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",67,73178,91.6
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",88,75315,116.8
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",75,76141,98.5
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",105,76749,136.8
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",97,77601,125.0
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",114,76794,148.4
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",119,76046,156.5
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",107,75525,141.7
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",141,77205,182.6
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",169,79187,213.4
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",179,80983,221.0
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",214,83938,255.0
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",217,85270,254.5
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",245,84384,290.3
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",256,85096,300.8
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",277,85782,322.9
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",300,84640,354.4
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",356,83007,428.9
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",343,81795,419.3
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",390,79247,492.1
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",410,77154,531.4
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",461,75001,614.7
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",450,73178,614.9
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",444,71075,624.7
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",497,68196,728.8
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",496,68905,719.8
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",491,64908,756.5
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",532,60100,885.2
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",518,56320,919.7
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",556,53277,1043.6
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",532,47646,1116.6
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",518,44432,1165.8
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",516,41500,1243.4
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",539,39778,1355.0
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",509,36908,1379.1
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",527,35149,1499.3
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",615,33468,1837.6
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",606,32291,1876.7
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",675,31161,2166.2
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",647,29477,2194.9
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",732,29164,2509.9
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",742,28476,2605.7
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",847,28428,2979.5
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",910,27625,3294.1
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",1008,26656,3781.5
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",1084,25976,4173.1
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",1084,24861,4360.2
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",1124,23697,4743.2
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",1198,22945,5221.2
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",1263,22141,5704.3
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",1428,21111,6764.2
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",1442,19575,7366.5
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",1525,18528,8230.8
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",1526,16239,9397.1
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",1390,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",1405,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",1341,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",1110,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",1066,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",925,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",780,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",682,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",551,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",435,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2",306,Not Applicable,Not Applicable
,"96 years","96","Male","M","Not Hispanic or Latino","2186-2",218,Not Applicable,Not Applicable
,"97 years","97","Male","M","Not Hispanic or Latino","2186-2",159,Not Applicable,Not Applicable
,"98 years","98","Male","M","Not Hispanic or Latino","2186-2",123,Not Applicable,Not Applicable
