"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",206,59049,348.9
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",16,58179,Unreliable
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",10,58582,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58184,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,57459,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,57050,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55815,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54659,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54098,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53816,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53446,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53723,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53874,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53756,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53549,Suppressed
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",18,53635,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",21,54292,38.7
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",22,55542,39.6
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",27,65780,41.0
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",48,79097,60.7
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",65,83431,77.9
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",65,85072,76.4
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",97,88497,109.6
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",78,88224,88.4
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",80,89517,89.4
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",79,91923,85.9
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",77,94601,81.4
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",109,96282,113.2
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",99,96256,102.9
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",100,95813,104.4
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",89,94200,94.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",107,92323,115.9
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",120,90098,133.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",115,88300,130.2
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",114,86344,132.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",105,84618,124.1
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",126,82946,151.9
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",114,81214,140.4
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",111,78690,141.1
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",123,75738,162.4
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",136,73118,186.0
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",133,70832,187.8
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",117,69038,169.5
