"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",36905,6962769,530.0
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",2505,7033305,35.6
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",1671,7147028,23.4
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1217,7213456,16.9
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1037,7266473,14.3
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",883,7283249,12.1
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",813,7292149,11.1
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",768,7311653,10.5
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",794,7379499,10.8
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",775,7453593,10.4
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",733,7505835,9.8
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",848,7562793,11.2
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",951,7630098,12.5
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1118,7646461,14.6
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1326,7655849,17.3
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",1582,7719150,20.5
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",1986,7808131,25.4
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",2289,7870947,29.1
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",3086,7955440,38.8
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",3293,8051553,40.9
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",3738,8109458,46.1
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4262,8176348,52.1
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4448,8304702,53.6
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",5047,8457342,59.7
