"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",2489,591495,420.8
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",201,593341,33.9
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",138,610951,22.6
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",106,618393,17.1
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",68,616085,11.0
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",52,616595,8.4
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",67,609261,11.0
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",51,603545,8.5
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",61,602141,10.1
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",50,606265,8.2
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",59,605773,9.7
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",74,611405,12.1
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",85,618265,13.7
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",81,619726,13.1
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",113,620653,18.2
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",186,625953,29.7
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",244,635022,38.4
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",334,642562,52.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",475,667747,71.1
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",576,655280,87.9
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",678,672659,100.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",761,689885,110.3
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",836,721354,115.9
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",807,764280,105.6
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",936,805267,116.2
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",1014,852987,118.9
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",1084,896579,120.9
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",1145,924327,123.9
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",1190,937273,127.0
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",1194,934666,127.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",1221,918975,132.9
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",1223,900532,135.8
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1306,881509,148.2
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1295,869880,148.9
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1324,859601,154.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1393,845756,164.7
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1370,834657,164.1
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1529,816369,187.3
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1449,794177,182.5
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1528,771384,198.1
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1501,751573,199.7
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1549,735450,210.6
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1618,725229,223.1
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1655,720231,229.8
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1821,725467,251.0
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2029,744571,272.5
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",2168,765331,283.3
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",2462,780264,315.5
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",2851,790964,360.4
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3058,792472,385.9
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",3345,790461,423.2
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",3630,787331,461.1
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",4142,801066,517.1
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",4452,819511,543.3
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5076,839118,604.9
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",5789,860493,672.8
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6443,870664,740.0
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6849,868233,788.8
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",7369,865751,851.2
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7933,861273,921.1
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",8373,847526,987.9
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",9186,828138,1109.2
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",9518,808839,1176.7
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",9900,783486,1263.6
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",10302,752928,1368.3
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",10515,726304,1447.7
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",10790,700935,1539.4
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",11048,675641,1635.2
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",11549,653601,1767.0
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",11869,647467,1833.1
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",12198,607254,2008.7
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",12303,567662,2167.3
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",12337,528921,2332.5
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",12573,492711,2551.8
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",12406,440883,2813.9
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",12878,413288,3116.0
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",12894,382816,3368.2
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",13160,353552,3722.2
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",13154,322954,4073.0
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",13443,297204,4523.2
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",13694,275129,4977.3
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",13910,252875,5500.7
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",14238,230736,6170.7
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",14634,209794,6975.4
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",14731,190893,7716.9
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",15101,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",15113,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",15012,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",14933,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",14315,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",13673,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",12532,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",11353,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",10130,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",8740,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2",7404,Not Applicable,Not Applicable
,"96 years","96","Male","M","Not Hispanic or Latino","2186-2",5923,Not Applicable,Not Applicable
,"97 years","97","Male","M","Not Hispanic or Latino","2186-2",4537,Not Applicable,Not Applicable
,"98 years","98","Male","M","Not Hispanic or Latino","2186-2",3251,Not Applicable,Not Applicable
,"99 years","99","Male","M","Not Hispanic or Latino","2186-2",2179,Not Applicable,Not Applicable
,"100+ years","100","Male","M","Not Hispanic or Latino","2186-2",3697,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Not Hispanic or Latino","2186-2",33,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: CA; 1999-2020; SYA; M; NON; ALL; 2020; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Male"
"States: California (06)"
"Year/Month: 2016; 2017; 2018; 2019; 2020"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 10, 2026 12:32:06 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 10, 2026 12:32:06 AM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
