"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	94	11676	805.1	83.0
	"Female"	"F"	"1 year"	"1"	Suppressed	11933	Suppressed	Suppressed
	"Female"	"F"	"2 years"	"2"	Suppressed	12298	Suppressed	Suppressed
	"Female"	"F"	"3 years"	"3"	Suppressed	12587	Suppressed	Suppressed
	"Female"	"F"	"4 years"	"4"	Suppressed	12552	Suppressed	Suppressed
	"Female"	"F"	"5 years"	"5"	Suppressed	12489	Suppressed	Suppressed
	"Female"	"F"	"6 years"	"6"	Suppressed	12199	Suppressed	Suppressed
	"Female"	"F"	"7 years"	"7"	0	11967	Unreliable	0.0
	"Female"	"F"	"8 years"	"8"	Suppressed	11908	Suppressed	Suppressed
	"Female"	"F"	"9 years"	"9"	Suppressed	12204	Suppressed	Suppressed
	"Female"	"F"	"10 years"	"10"	Suppressed	12346	Suppressed	Suppressed
	"Female"	"F"	"11 years"	"11"	Suppressed	12493	Suppressed	Suppressed
	"Female"	"F"	"12 years"	"12"	Suppressed	12410	Suppressed	Suppressed
	"Female"	"F"	"13 years"	"13"	Suppressed	12569	Suppressed	Suppressed
	"Female"	"F"	"14 years"	"14"	Suppressed	12416	Suppressed	Suppressed
	"Female"	"F"	"15 years"	"15"	Suppressed	12360	Suppressed	Suppressed
	"Female"	"F"	"16 years"	"16"	Suppressed	12071	Suppressed	Suppressed
	"Female"	"F"	"17 years"	"17"	Suppressed	12048	Suppressed	Suppressed
	"Female"	"F"	"18 years"	"18"	Suppressed	12052	Suppressed	Suppressed
	"Female"	"F"	"19 years"	"19"	Suppressed	12144	Suppressed	Suppressed
	"Female"	"F"	"20 years"	"20"	Suppressed	12235	Suppressed	Suppressed
	"Female"	"F"	"21 years"	"21"	Suppressed	12170	Suppressed	Suppressed
	"Female"	"F"	"22 years"	"22"	Suppressed	12307	Suppressed	Suppressed
	"Female"	"F"	"23 years"	"23"	Suppressed	12769	Suppressed	Suppressed
	"Female"	"F"	"24 years"	"24"	10	13419	Unreliable	23.6
	"Female"	"F"	"25 years"	"25"	10	13898	Unreliable	22.8
	"Female"	"F"	"26 years"	"26"	13	14213	Unreliable	25.4
	"Female"	"F"	"27 years"	"27"	14	14705	Unreliable	25.4
	"Female"	"F"	"28 years"	"28"	Suppressed	15335	Suppressed	Suppressed
	"Female"	"F"	"29 years"	"29"	15	15621	Unreliable	24.8
	"Female"	"F"	"30 years"	"30"	18	15491	Unreliable	27.4
	"Female"	"F"	"31 years"	"31"	16	15096	Unreliable	26.5
	"Female"	"F"	"32 years"	"32"	20	15063	132.8	29.7
	"Female"	"F"	"33 years"	"33"	17	15030	Unreliable	27.4
	"Female"	"F"	"34 years"	"34"	31	14961	207.2	37.2
	"Female"	"F"	"35 years"	"35"	25	14833	168.5	33.7
	"Female"	"F"	"36 years"	"36"	20	14637	136.6	30.6
	"Female"	"F"	"37 years"	"37"	24	14357	167.2	34.1
	"Female"	"F"	"38 years"	"38"	28	14141	198.0	37.4
	"Female"	"F"	"39 years"	"39"	28	13534	206.9	39.1
	"Female"	"F"	"40 years"	"40"	32	13156	243.2	43.0
