"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",39226,7120969,550.9
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",2586,7161596,36.1
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",1762,7212002,24.4
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1204,7237259,16.6
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1045,7246240,14.4
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",890,7266153,12.2
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",826,7336040,11.3
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",775,7413602,10.5
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",804,7477538,10.8
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",779,7539374,10.3
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",718,7607116,9.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",816,7622168,10.7
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",902,7629923,11.8
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1093,7689225,14.2
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1346,7770928,17.3
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",1548,7822028,19.8
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",1990,7889769,25.2
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",2283,7976895,28.6
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",2950,8038456,36.7
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",3275,8107943,40.4
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",3637,8228711,44.2
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4162,8370450,49.7
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4452,8561285,52.0
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4730,8799264,53.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",5065,9007640,56.2
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",5605,9109599,61.5
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",5922,9134964,64.8
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",6329,9068194,69.8
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",6762,8946905,75.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",6953,8833647,78.7
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",7312,8733723,83.7
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",7772,8702776,89.3
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",8444,8702476,97.0
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",8863,8678526,102.1
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",9169,8660888,105.9
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",9848,8597005,114.6
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",10314,8468862,121.8
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",10671,8327342,128.1
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",10926,8148803,134.1
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",11342,7999442,141.8
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",11888,7906638,150.4
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",12808,7889767,162.3
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",14116,7977253,177.0
