"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",242,60724,398.5
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",15,59767,Unreliable
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",Suppressed,59748,Suppressed
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58979,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,57188,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55627,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54967,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54517,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54168,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54629,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",0,54745,Unreliable
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54532,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54020,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53935,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54189,Suppressed
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",12,54626,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",16,55545,Unreliable
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",19,57048,Unreliable
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",28,66803,41.9
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",41,79699,51.4
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",56,85733,65.3
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",80,88801,90.1
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",95,93242,101.9
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",68,93757,72.5
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",95,95365,99.6
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",84,96900,86.7
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",72,98533,73.1
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",104,98604,105.5
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",88,96143,91.5
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",97,93602,103.6
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",81,91612,88.4
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",81,89769,90.2
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",104,87621,118.7
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",97,86111,112.6
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",92,84648,108.7
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",96,82806,115.9
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",112,80149,139.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",95,77409,122.7
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",92,74446,123.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",116,72022,161.1
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",115,70121,164.0
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",118,69148,170.6
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",113,68778,164.3
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",131,69565,188.3
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",168,71035,236.5
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",158,71506,221.0
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",198,72335,273.7
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",194,71865,270.0
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",214,71005,301.4
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",218,70556,309.0
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",262,72191,362.9
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",299,73922,404.5
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",346,75726,456.9
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",380,77903,487.8
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",430,79079,543.8
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",457,79453,575.2
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",522,78919,661.4
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",559,78546,711.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",602,77217,779.6
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",679,75834,895.4
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",638,73843,864.0
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",725,71604,1012.5
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",725,68841,1053.2
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",693,66651,1039.7
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",748,64022,1168.3
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",761,61877,1229.9
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",775,60059,1290.4
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",848,59128,1434.2
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",878,55698,1576.4
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",829,52274,1585.9
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",876,48528,1805.1
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",887,45264,1959.6
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",909,40094,2267.2
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",877,37231,2355.6
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",872,34398,2535.0
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",887,31829,2786.8
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",925,28846,3206.7
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",974,26866,3625.4
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",992,25158,3943.1
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",993,23647,4199.3
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",1081,21958,4923.0
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",1054,20329,5184.7
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",1129,18918,5967.9
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",1213,17928,6766.0
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",1299,16766,7747.8
