"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	85	11513	738.3	80.1
	"Female"	"F"	"1 year"	"1"	Suppressed	11843	Suppressed	Suppressed
	"Female"	"F"	"2 years"	"2"	Suppressed	12175	Suppressed	Suppressed
	"Female"	"F"	"3 years"	"3"	Suppressed	12472	Suppressed	Suppressed
	"Female"	"F"	"4 years"	"4"	Suppressed	12591	Suppressed	Suppressed
	"Female"	"F"	"5 years"	"5"	Suppressed	12506	Suppressed	Suppressed
	"Female"	"F"	"6 years"	"6"	Suppressed	12376	Suppressed	Suppressed
	"Female"	"F"	"7 years"	"7"	0	12029	Unreliable	0.0
	"Female"	"F"	"8 years"	"8"	Suppressed	12074	Suppressed	Suppressed
	"Female"	"F"	"9 years"	"9"	Suppressed	12311	Suppressed	Suppressed
	"Female"	"F"	"10 years"	"10"	Suppressed	12378	Suppressed	Suppressed
	"Female"	"F"	"11 years"	"11"	0	12476	Unreliable	0.0
	"Female"	"F"	"12 years"	"12"	Suppressed	12653	Suppressed	Suppressed
	"Female"	"F"	"13 years"	"13"	Suppressed	12669	Suppressed	Suppressed
	"Female"	"F"	"14 years"	"14"	Suppressed	12687	Suppressed	Suppressed
	"Female"	"F"	"15 years"	"15"	Suppressed	12371	Suppressed	Suppressed
	"Female"	"F"	"16 years"	"16"	Suppressed	12392	Suppressed	Suppressed
	"Female"	"F"	"17 years"	"17"	Suppressed	12132	Suppressed	Suppressed
	"Female"	"F"	"18 years"	"18"	Suppressed	12309	Suppressed	Suppressed
	"Female"	"F"	"19 years"	"19"	10	12185	Unreliable	26.0
	"Female"	"F"	"20 years"	"20"	11	12226	Unreliable	27.1
	"Female"	"F"	"21 years"	"21"	12	12305	Unreliable	28.2
	"Female"	"F"	"22 years"	"22"	Suppressed	12274	Suppressed	Suppressed
	"Female"	"F"	"23 years"	"23"	11	12784	Unreliable	25.9
	"Female"	"F"	"24 years"	"24"	Suppressed	13254	Suppressed	Suppressed
	"Female"	"F"	"25 years"	"25"	12	13634	Unreliable	25.4
	"Female"	"F"	"26 years"	"26"	11	14016	Unreliable	23.7
	"Female"	"F"	"27 years"	"27"	18	14677	Unreliable	28.9
	"Female"	"F"	"28 years"	"28"	Suppressed	15205	Suppressed	Suppressed
	"Female"	"F"	"29 years"	"29"	15	15249	Unreliable	25.4
	"Female"	"F"	"30 years"	"30"	21	15354	136.8	29.8
	"Female"	"F"	"31 years"	"31"	17	15316	Unreliable	26.9
	"Female"	"F"	"32 years"	"32"	19	15127	Unreliable	28.8
	"Female"	"F"	"33 years"	"33"	23	15239	150.9	31.5
	"Female"	"F"	"34 years"	"34"	31	14844	208.8	37.5
	"Female"	"F"	"35 years"	"35"	24	14941	160.6	32.8
	"Female"	"F"	"36 years"	"36"	27	14906	181.1	34.9
	"Female"	"F"	"37 years"	"37"	38	14256	266.6	43.2
	"Female"	"F"	"38 years"	"38"	30	14353	209.0	38.2
	"Female"	"F"	"39 years"	"39"	36	13950	258.1	43.0
	"Female"	"F"	"40 years"	"40"	36	12919	278.7	46.4
	"Female"	"F"	"41 years"	"41"	33	12947	254.9	44.4
	"Female"	"F"	"42 years"	"42"	30	12269	244.5	44.6
	"Female"	"F"	"43 years"	"43"	46	11751	391.5	57.7
	"Female"	"F"	"44 years"	"44"	47	11529	407.7	59.5
	"Female"	"F"	"45 years"	"45"	44	11186	393.3	59.3
	"Female"	"F"	"46 years"	"46"	48	11035	435.0	62.8
	"Female"	"F"	"47 years"	"47"	60	11046	543.2	70.1
	"Female"	"F"	"48 years"	"48"	54	11291	478.3	65.1
	"Female"	"F"	"49 years"	"49"	70	11103	630.5	75.4
	"Female"	"F"	"50 years"	"50"	62	10792	574.5	73.0
	"Female"	"F"	"51 years"	"51"	73	10735	680.0	79.6
	"Female"	"F"	"52 years"	"52"	84	10537	797.2	87.0
	"Female"	"F"	"53 years"	"53"	62	10725	578.1	73.4
	"Female"	"F"	"54 years"	"54"	78	10835	719.9	81.5
	"Female"	"F"	"55 years"	"55"	80	10701	747.6	83.6
	"Female"	"F"	"56 years"	"56"	84	10813	776.8	84.8
	"Female"	"F"	"57 years"	"57"	96	10585	906.9	92.6
	"Female"	"F"	"58 years"	"58"	91	10429	872.6	91.5
	"Female"	"F"	"59 years"	"59"	98	10209	959.9	97.0
	"Female"	"F"	"60 years"	"60"	104	9728	1069.1	104.8
	"Female"	"F"	"61 years"	"61"	108	9416	1147.0	110.4
	"Female"	"F"	"62 years"	"62"	119	8996	1322.8	121.3
	"Female"	"F"	"63 years"	"63"	104	8747	1189.0	116.6
	"Female"	"F"	"64 years"	"64"	127	8262	1537.2	136.4
	"Female"	"F"	"65 years"	"65"	139	7878	1764.4	149.7
	"Female"	"F"	"66 years"	"66"	115	7523	1528.6	142.5
	"Female"	"F"	"67 years"	"67"	115	7071	1626.4	151.7
	"Female"	"F"	"68 years"	"68"	106	6766	1566.7	152.2
	"Female"	"F"	"69 years"	"69"	139	6584	2111.2	179.1
	"Female"	"F"	"70 years"	"70"	136	6102	2228.8	191.1
	"Female"	"F"	"71 years"	"71"	131	5658	2315.3	202.3
	"Female"	"F"	"72 years"	"72"	136	5207	2611.9	224.0
	"Female"	"F"	"73 years"	"73"	119	4800	2479.2	227.3
	"Female"	"F"	"74 years"	"74"	99	4312	2295.9	230.7
	"Female"	"F"	"75 years"	"75"	114	3853	2958.7	277.1
	"Female"	"F"	"76 years"	"76"	111	3502	3169.6	300.8
	"Female"	"F"	"77 years"	"77"	96	3109	3087.8	315.1
	"Female"	"F"	"78 years"	"78"	86	2883	2983.0	321.7
	"Female"	"F"	"79 years"	"79"	106	2726	3888.5	377.7
	"Female"	"F"	"80 years"	"80"	118	2424	4868.0	448.1
	"Female"	"F"	"81 years"	"81"	93	2249	4135.2	428.8
	"Female"	"F"	"82 years"	"82"	101	2071	4876.9	485.3
