"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",46586,7295388,638.6
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3311,7368981,44.9
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2232,7493959,29.8
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1693,7564225,22.4
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1331,7616458,17.5
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1161,7639200,15.2
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1009,7642106,13.2
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1003,7651641,13.1
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",984,7712990,12.8
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",964,7785925,12.4
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1086,7834251,13.9
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1153,7893407,14.6
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1368,7965591,17.2
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1726,7983666,21.6
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2249,7988832,28.2
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",3181,8051912,39.5
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4378,8150637,53.7
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",5709,8222031,69.4
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",8203,8315483,98.6
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",9588,8417498,113.9
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",10245,8483770,120.8
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",12119,8558731,141.6
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12589,8697566,144.7
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",13555,8864318,152.9
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",14444,9064628,159.3
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",15545,9271946,167.7
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",16302,9424962,173.0
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",17168,9461946,181.4
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",17926,9405419,190.6
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",17950,9268482,193.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",18458,9097497,202.9
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",18816,8938171,210.5
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",19060,8788853,216.9
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",19494,8714599,223.7
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",20194,8666886,233.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",20563,8597640,239.2
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",21063,8552977,246.3
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",21805,8465108,257.6
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",22208,8317800,267.0
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",22745,8157626,278.8
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",23170,7969456,290.7
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",23344,7808296,299.0
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",23645,7702512,307.0
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",24895,7667846,324.7
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",26521,7746318,342.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",29224,7988369,365.8
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",32292,8203371,393.6
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",35257,8374693,421.0
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",38721,8478100,456.7
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",42024,8499249,494.4
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",45388,8446050,537.4
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",49594,8478192,585.0
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",55393,8645026,640.7
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",61198,8852941,691.3
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",68853,9051399,760.7
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",76853,9240663,831.7
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",83575,9333173,895.5
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",90959,9322225,975.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",97327,9298838,1046.7
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",104816,9249270,1133.2
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",110270,9097728,1212.1
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",117042,8911732,1313.3
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",122597,8709817,1407.6
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",128302,8448804,1518.6
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",131277,8152209,1610.3
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",134387,7871710,1707.2
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",137707,7574627,1818.0
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",140937,7308754,1928.3
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",145394,7091296,2050.3
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",152583,6998644,2180.2
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",154061,6546655,2353.3
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",156362,6112930,2557.9
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",158416,5694421,2782.0
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",161210,5317676,3031.6
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",159236,4744168,3356.5
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",161968,4458285,3633.0
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",165235,4142166,3989.1
