"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",273,57651,473.5
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",19,55344,Unreliable
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53651,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54096,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53662,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53871,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54811,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56674,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,57291,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,58420,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,60862,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61587,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62491,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62608,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",Suppressed,62221,Suppressed
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,61862,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",23,60870,37.8
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",16,60120,Unreliable
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",28,61846,45.3
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",29,63556,45.6
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",24,66521,36.1
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",22,71937,30.6
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",31,76324,40.6
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",26,80795,32.2
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",28,80788,34.7
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",34,79440,42.8
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",24,75485,31.8
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",21,71701,29.3
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",20,68687,29.1
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",35,66175,52.9
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",36,68669,52.4
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",42,69264,60.6
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",45,72388,62.2
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",52,72985,71.2
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",53,73821,71.8
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",53,73186,72.4
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",61,73448,83.1
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",66,75334,87.6
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",60,77388,77.5
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",93,80109,116.1
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",105,82483,127.3
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",93,84508,110.0
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",135,84370,160.0
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",136,85126,159.8
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",154,85016,181.1
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",173,84143,205.6
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",188,83597,224.9
