"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",50535,7506558,673.2
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3456,7525238,45.9
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2313,7568575,30.6
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",1775,7573363,23.4
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1419,7584564,18.7
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1219,7650279,15.9
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1047,7728986,13.5
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1010,7790035,13.0
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1029,7853606,13.1
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1011,7926595,12.8
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1057,7944604,13.3
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1101,7948906,13.9
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1290,8008877,16.1
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1665,8100667,20.6
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2118,8157412,26.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",2972,8226761,36.1
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",4182,8307323,50.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",5521,8366550,66.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",7635,8440961,90.5
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",9140,8577707,106.6
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",10096,8736832,115.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",11848,8938327,132.6
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12727,9152701,139.1
