"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",262,60842,430.6
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",17,60023,Unreliable
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58813,Suppressed
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,57153,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",12,55983,Unreliable
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55335,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54789,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55050,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55069,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54859,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54348,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54261,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54053,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54405,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54819,Suppressed
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55654,Suppressed
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",19,56812,Unreliable
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",20,58377,34.3
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",35,67382,51.9
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",51,79954,63.8
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",57,87014,65.5
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",88,92257,95.4
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",104,97932,106.2
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",82,97651,84.0
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",96,98826,97.1
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",91,98667,92.2
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",82,97176,84.4
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",80,95613,83.7
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",90,92306,97.5
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",97,89978,107.8
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",70,88218,79.3
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",74,86621,85.4
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",102,85242,119.7
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",82,83623,98.1
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",86,80915,106.3
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",96,78131,122.9
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",95,75007,126.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",91,72985,124.7
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",93,70776,131.4
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",107,69737,153.4
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",101,69490,145.3
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",122,70462,173.1
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",119,71682,166.0
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",144,71677,200.9
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",153,72396,211.3
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",153,71923,212.7
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",195,71523,272.6
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",213,71480,298.0
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",226,72830,310.3
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",289,74620,387.3
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",283,76891,368.1
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",339,79091,428.6
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",383,80501,475.8
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",411,80673,509.5
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",485,80562,602.0
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",503,80491,624.9
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",531,78914,672.9
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",563,77302,728.3
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",597,75519,790.5
