"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",60163,7712527,780.1
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",3950,7695561,51.3
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",2571,7758031,33.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",2007,7788156,25.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",1502,7843061,19.2
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",1328,7920607,16.8
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",1122,7894290,14.2
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",1112,7892343,14.1
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",1154,7914405,14.6
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",1077,7985959,13.5
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",1102,8302197,13.3
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",1284,8265502,15.5
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",1368,8414801,16.3
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",1814,8530782,21.3
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",2306,8639563,26.7
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",3409,8879989,38.4
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",5182,9103248,56.9
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",6927,9176853,75.5
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",9843,9220696,106.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",10990,9160546,120.0
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",11532,8909636,129.4
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",12602,8788086,143.4
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",12490,8609451,145.1
