"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3696,617834,598.2
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",237,617598,38.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",174,616130,28.2
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",119,623967,19.1
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",100,626376,16.0
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",87,620955,14.0
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",60,609239,9.8
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",74,611446,12.1
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",85,616083,13.8
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",69,626914,11.0
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",76,666795,11.4
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",83,669886,12.4
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",90,695474,12.9
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",110,709478,15.5
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",153,727677,21.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",240,753590,31.8
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",330,775934,42.5
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",493,787799,62.6
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",724,796005,91.0
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",812,795946,102.0
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",877,793382,110.5
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",935,791146,118.2
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",889,786174,113.1
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",860,787900,109.2
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",918,789939,116.2
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",853,809128,105.4
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",849,795532,106.7
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",895,798780,112.0
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",865,787920,109.8
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",811,745139,108.8
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",817,753335,108.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",852,709492,120.1
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",866,718415,120.5
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",896,718007,124.8
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",954,726166,131.4
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1044,763228,136.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1123,781477,143.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1212,801382,151.2
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1387,814709,170.2
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1482,823579,179.9
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1609,819398,196.4
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1754,822713,213.2
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",2012,842309,238.9
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",2253,870954,258.7
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",2482,891419,278.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2766,910676,303.7
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",3206,939213,341.3
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",3383,943935,358.4
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",3862,940905,410.5
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",4157,949559,437.8
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",4443,927266,479.2
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4777,926004,515.9
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",5177,908135,570.1
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5575,889095,627.0
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5834,866750,673.1
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6094,833580,731.1
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6414,820138,782.1
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6608,795437,830.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",6954,772438,900.3
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7329,768095,954.2
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",7418,719238,1031.4
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",7251,688572,1053.0
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",7393,649109,1138.9
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",7557,594860,1270.4
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",7514,544879,1379.0
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",7537,519661,1450.4
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",7706,490659,1570.5
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",7829,457965,1709.5
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",7944,425838,1865.5
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",8095,403495,2006.2
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",8226,380646,2161.1
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",8529,367919,2318.2
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",9010,346489,2600.4
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",9364,331430,2825.3
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",9817,315811,3108.5
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",10471,297316,3521.8
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",10983,292607,3753.5
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",11505,279806,4111.8
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",12237,268893,4550.9
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",12814,254575,5033.5
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",13400,234789,5707.3
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",13900,222104,6258.3
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",14569,206675,7049.2
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",14510,191264,7586.4
