"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",329,58898,558.6
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",24,57464,41.8
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",11,54988,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55542,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",10,54575,Unreliable
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53951,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,52542,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,52942,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,52872,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53861,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56650,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56613,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,57770,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,59062,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",13,60169,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",23,61859,37.2
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",15,62891,Unreliable
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",28,63737,43.9
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",43,71103,60.5
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",61,87131,70.0
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",76,96153,79.0
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",91,101141,90.0
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",85,102050,83.3
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",92,94677,97.2
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",76,90708,83.8
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",64,90702,70.6
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",70,86420,81.0
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",71,85520,83.0
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",82,84229,97.4
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",66,78847,83.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",64,79208,80.8
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",64,73082,87.6
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",78,72622,107.4
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",75,70566,106.3
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",74,70448,105.0
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",83,72324,114.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",108,73055,147.8
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",108,74016,145.9
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",98,73434,133.5
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",129,74212,173.8
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",142,73122,194.2
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",127,71786,176.9
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",176,74098,237.5
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",170,76132,223.3
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",192,77639,247.3
