"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	1007	106991	941.2	29.7
	"Female"	"F"	"1 year"	"1"	74	107902	68.6	8.0
	"Female"	"F"	"2 years"	"2"	46	104707	43.9	6.5
	"Female"	"F"	"3 years"	"3"	29	103074	28.1	5.2
	"Female"	"F"	"4 years"	"4"	22	103747	21.2	4.5
	"Female"	"F"	"5 years"	"5"	13	101427	Unreliable	3.6
	"Female"	"F"	"6 years"	"6"	14	102675	Unreliable	3.6
	"Female"	"F"	"7 years"	"7"	12	104830	Unreliable	3.3
	"Female"	"F"	"8 years"	"8"	14	105565	Unreliable	3.5
	"Female"	"F"	"9 years"	"9"	15	108612	Unreliable	3.6
	"Female"	"F"	"10 years"	"10"	17	115656	Unreliable	3.6
	"Female"	"F"	"11 years"	"11"	24	116077	20.7	4.2
	"Female"	"F"	"12 years"	"12"	16	119306	Unreliable	3.4
	"Female"	"F"	"13 years"	"13"	30	120618	24.9	4.5
	"Female"	"F"	"14 years"	"14"	28	124167	22.6	4.3
	"Female"	"F"	"15 years"	"15"	36	128866	27.9	4.7
	"Female"	"F"	"16 years"	"16"	32	132759	24.1	4.3
	"Female"	"F"	"17 years"	"17"	36	129866	27.7	4.6
	"Female"	"F"	"18 years"	"18"	57	127112	44.8	5.9
	"Female"	"F"	"19 years"	"19"	75	123084	60.9	7.0
	"Female"	"F"	"20 years"	"20"	64	117303	54.6	6.8
	"Female"	"F"	"21 years"	"21"	77	114477	67.3	7.7
	"Female"	"F"	"22 years"	"22"	66	108840	60.6	7.5
	"Female"	"F"	"23 years"	"23"	84	107331	78.3	8.5
	"Female"	"F"	"24 years"	"24"	86	105651	81.4	8.8
	"Female"	"F"	"25 years"	"25"	70	106852	65.5	7.8
	"Female"	"F"	"26 years"	"26"	79	104314	75.7	8.5
	"Female"	"F"	"27 years"	"27"	96	105532	91.0	9.3
	"Female"	"F"	"28 years"	"28"	95	102478	92.7	9.5
	"Female"	"F"	"29 years"	"29"	98	99318	98.7	10.0
	"Female"	"F"	"30 years"	"30"	101	99640	101.4	10.1
	"Female"	"F"	"31 years"	"31"	101	93136	108.4	10.8
	"Female"	"F"	"32 years"	"32"	105	93712	112.0	10.9
	"Female"	"F"	"33 years"	"33"	126	91922	137.1	12.2
	"Female"	"F"	"34 years"	"34"	122	93144	131.0	11.9
	"Female"	"F"	"35 years"	"35"	144	98043	146.9	12.2
	"Female"	"F"	"36 years"	"36"	138	99675	138.4	11.8
	"Female"	"F"	"37 years"	"37"	152	101442	149.8	12.2
	"Female"	"F"	"38 years"	"38"	159	101747	156.3	12.4
	"Female"	"F"	"39 years"	"39"	213	103335	206.1	14.1
	"Female"	"F"	"40 years"	"40"	202	103369	195.4	13.7
	"Female"	"F"	"41 years"	"41"	256	104319	245.4	15.3
	"Female"	"F"	"42 years"	"42"	272	106133	256.3	15.5
	"Female"	"F"	"43 years"	"43"	291	110572	263.2	15.4
	"Female"	"F"	"44 years"	"44"	335	111150	301.4	16.5
	"Female"	"F"	"45 years"	"45"	388	111901	346.7	17.6
	"Female"	"F"	"46 years"	"46"	416	111982	371.5	18.2
	"Female"	"F"	"47 years"	"47"	463	112323	412.2	19.2
	"Female"	"F"	"48 years"	"48"	537	110361	486.6	21.0
	"Female"	"F"	"49 years"	"49"	580	110793	523.5	21.7
	"Female"	"F"	"50 years"	"50"	611	106259	575.0	23.3
	"Female"	"F"	"51 years"	"51"	617	104114	592.6	23.9
	"Female"	"F"	"52 years"	"52"	679	99181	684.6	26.3
	"Female"	"F"	"53 years"	"53"	702	95798	732.8	27.7
	"Female"	"F"	"54 years"	"54"	757	91788	824.7	30.0
	"Female"	"F"	"55 years"	"55"	764	87616	872.0	31.5
	"Female"	"F"	"56 years"	"56"	746	84770	880.0	32.2
	"Female"	"F"	"57 years"	"57"	775	82004	945.1	33.9
	"Female"	"F"	"58 years"	"58"	744	79110	940.5	34.5
	"Female"	"F"	"59 years"	"59"	819	75891	1079.2	37.7
	"Female"	"F"	"60 years"	"60"	789	69258	1139.2	40.6
