"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",2753,587122,468.9
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",230,589997,39.0
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",129,584576,22.1
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",97,594288,16.3
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",77,595796,12.9
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",68,592767,11.5
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",68,581824,11.7
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",57,583459,9.8
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",46,584698,7.9
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",58,595353,9.7
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",59,628980,9.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",73,639636,11.4
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",62,659849,9.4
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",105,674707,15.6
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",83,685478,12.1
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",137,711231,19.3
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",161,733456,22.0
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",176,739569,23.8
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",228,742352,30.7
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",275,737673,37.3
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",272,731700,37.2
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",299,737730,40.5
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",282,731590,38.5
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",287,744856,38.5
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",313,753636,41.5
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",335,786073,42.6
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",379,788226,48.1
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",351,800435,43.9
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",367,788157,46.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",369,735471,50.2
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",387,734220,52.7
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",408,696970,58.5
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",415,710554,58.4
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",458,711089,64.4
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",483,725246,66.6
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",579,755952,76.6
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",608,780960,77.9
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",673,806483,83.4
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",813,820839,99.0
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",920,829595,110.9
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",983,821673,119.6
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",1061,830546,127.7
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",1204,845017,142.5
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",1381,876230,157.6
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",1617,900286,179.6
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",1777,923634,192.4
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",2049,944272,217.0
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",2261,952332,237.4
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",2417,952027,253.9
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",2588,959003,269.9
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",2878,946144,304.2
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",2979,943680,315.7
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",3294,933476,352.9
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",3504,917287,382.0
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",3620,901531,401.5
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",3673,876539,419.0
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",3939,859350,458.4
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",4139,840150,492.7
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",4314,818785,526.9
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",4660,815660,571.3
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",4807,769116,625.0
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",4882,733026,666.0
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",5095,698400,729.5
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",5183,643139,805.9
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",5229,591317,884.3
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",5515,573246,962.1
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",5490,544440,1008.4
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",5822,510073,1141.4
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",5954,480270,1239.7
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",6267,459171,1364.9
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",6542,437120,1496.6
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",6990,427139,1636.5
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",7392,410012,1802.9
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",7855,396788,1979.6
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",8430,380748,2214.1
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",9025,365392,2470.0
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",9569,362458,2640.0
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",10461,356163,2937.1
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",11332,346898,3266.7
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",12266,341466,3592.2
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",13409,327524,4094.1
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",14557,321064,4534.0
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",16113,311022,5180.7
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",16863,296806,5681.5
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",17771,278713,6376.1
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",18682,Not Applicable,Not Applicable
