"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",328,59009,555.8
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",27,57207,47.2
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",11,55232,Unreliable
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55841,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55318,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54259,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53458,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53095,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,52891,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,53285,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55687,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55683,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56602,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58046,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",16,58969,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",19,60580,Unreliable
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",18,61717,Unreliable
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",24,62951,38.1
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",42,70382,59.7
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",50,85787,58.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",70,95945,73.0
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",84,101396,82.8
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",81,102992,78.6
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",84,96471,87.1
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",76,92344,82.3
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",66,91635,72.0
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",74,87795,84.3
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",75,86651,86.6
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",95,85661,110.9
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",73,81258,89.8
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",64,80938,79.1
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",82,75456,108.7
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",71,73643,96.4
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",78,71127,109.7
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",80,70070,114.2
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",74,70676,104.7
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",98,71083,137.9
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",108,72618,148.7
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",97,72726,133.4
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",126,73971,170.3
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",121,73651,164.3
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",131,71567,183.0
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",166,71926,230.8
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",165,73698,223.9
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",183,74881,244.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",217,77705,279.3
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",241,80751,298.4
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",277,82582,335.4
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",314,82741,379.5
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",333,83211,400.2
