"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	629	169641	370.8	14.8
	"Female"	"F"	"1 year"	"1"	42	171884	24.4	3.8
	"Female"	"F"	"2 years"	"2"	36	173611	20.7	3.5
	"Female"	"F"	"3 years"	"3"	27	177099	15.2	2.9
	"Female"	"F"	"4 years"	"4"	18	178663	Unreliable	2.4
	"Female"	"F"	"5 years"	"5"	25	179397	13.9	2.8
	"Female"	"F"	"6 years"	"6"	20	177306	11.3	2.5
	"Female"	"F"	"7 years"	"7"	12	173885	Unreliable	2.0
	"Female"	"F"	"8 years"	"8"	12	169034	Unreliable	2.0
	"Female"	"F"	"9 years"	"9"	15	167611	Unreliable	2.3
	"Female"	"F"	"10 years"	"10"	13	175062	Unreliable	2.1
	"Female"	"F"	"11 years"	"11"	15	174144	Unreliable	2.2
	"Female"	"F"	"12 years"	"12"	11	178135	Unreliable	1.9
	"Female"	"F"	"13 years"	"13"	26	182483	14.2	2.8
	"Female"	"F"	"14 years"	"14"	14	182356	Unreliable	2.1
	"Female"	"F"	"15 years"	"15"	17	184644	Unreliable	2.2
	"Female"	"F"	"16 years"	"16"	29	189805	15.3	2.8
	"Female"	"F"	"17 years"	"17"	21	192960	10.9	2.4
	"Female"	"F"	"18 years"	"18"	29	202784	14.3	2.7
	"Female"	"F"	"19 years"	"19"	41	208609	19.7	3.1
	"Female"	"F"	"20 years"	"20"	41	213319	19.2	3.0
	"Female"	"F"	"21 years"	"21"	48	219214	21.9	3.2
	"Female"	"F"	"22 years"	"22"	51	215913	23.6	3.3
	"Female"	"F"	"23 years"	"23"	62	215723	28.7	3.7
	"Female"	"F"	"24 years"	"24"	58	220471	26.3	3.5
	"Female"	"F"	"25 years"	"25"	77	235655	32.7	3.7
	"Female"	"F"	"26 years"	"26"	73	246713	29.6	3.5
	"Female"	"F"	"27 years"	"27"	69	259852	26.6	3.2
	"Female"	"F"	"28 years"	"28"	70	262249	26.7	3.2
	"Female"	"F"	"29 years"	"29"	60	251902	23.8	3.1
	"Female"	"F"	"30 years"	"30"	78	252972	30.8	3.5
	"Female"	"F"	"31 years"	"31"	69	245085	28.2	3.4
	"Female"	"F"	"32 years"	"32"	75	248007	30.2	3.5
	"Female"	"F"	"33 years"	"33"	68	253319	26.8	3.3
	"Female"	"F"	"34 years"	"34"	109	256395	42.5	4.1
	"Female"	"F"	"35 years"	"35"	99	262311	37.7	3.8
	"Female"	"F"	"36 years"	"36"	90	266461	33.8	3.6
	"Female"	"F"	"37 years"	"37"	99	270975	36.5	3.7
	"Female"	"F"	"38 years"	"38"	151	269717	56.0	4.6
	"Female"	"F"	"39 years"	"39"	148	266565	55.5	4.6
	"Female"	"F"	"40 years"	"40"	136	258527	52.6	4.5
	"Female"	"F"	"41 years"	"41"	135	252036	53.6	4.6
	"Female"	"F"	"42 years"	"42"	170	243716	69.8	5.3
	"Female"	"F"	"43 years"	"43"	189	242844	77.8	5.7
	"Female"	"F"	"44 years"	"44"	201	242862	82.8	5.8
	"Female"	"F"	"45 years"	"45"	212	242696	87.4	6.0
	"Female"	"F"	"46 years"	"46"	253	245206	103.2	6.5
	"Female"	"F"	"47 years"	"47"	279	244800	114.0	6.8
	"Female"	"F"	"48 years"	"48"	286	238402	120.0	7.1
	"Female"	"F"	"49 years"	"49"	320	236037	135.6	7.6
	"Female"	"F"	"50 years"	"50"	331	231338	143.1	7.9
	"Female"	"F"	"51 years"	"51"	351	232894	150.7	8.0
	"Female"	"F"	"52 years"	"52"	386	229274	168.4	8.6
	"Female"	"F"	"53 years"	"53"	433	225402	192.1	9.2
	"Female"	"F"	"54 years"	"54"	446	221589	201.3	9.5
	"Female"	"F"	"55 years"	"55"	438	215389	203.4	9.7
	"Female"	"F"	"56 years"	"56"	489	206474	236.8	10.7
	"Female"	"F"	"57 years"	"57"	528	201520	262.0	11.4
	"Female"	"F"	"58 years"	"58"	547	193416	282.8	12.1
	"Female"	"F"	"59 years"	"59"	554	188220	294.3	12.5
	"Female"	"F"	"60 years"	"60"	624	179326	348.0	13.9
	"Female"	"F"	"61 years"	"61"	623	169588	367.4	14.7
	"Female"	"F"	"62 years"	"62"	642	156163	411.1	16.2
	"Female"	"F"	"63 years"	"63"	624	144339	432.3	17.3
	"Female"	"F"	"64 years"	"64"	630	131191	480.2	19.1
	"Female"	"F"	"65 years"	"65"	623	122810	507.3	20.3
	"Female"	"F"	"66 years"	"66"	604	115281	523.9	21.3
	"Female"	"F"	"67 years"	"67"	722	110847	651.3	24.2
	"Female"	"F"	"68 years"	"68"	718	105392	681.3	25.4
	"Female"	"F"	"69 years"	"69"	727	101252	718.0	26.6
	"Female"	"F"	"70 years"	"70"	835	97049	860.4	29.8
	"Female"	"F"	"71 years"	"71"	843	93256	904.0	31.1
	"Female"	"F"	"72 years"	"72"	929	89784	1034.7	33.9
	"Female"	"F"	"73 years"	"73"	995	86773	1146.7	36.4
	"Female"	"F"	"74 years"	"74"	1074	82057	1308.8	39.9
	"Female"	"F"	"75 years"	"75"	1163	77076	1508.9	44.2
	"Female"	"F"	"76 years"	"76"	1221	74269	1644.0	47.0
	"Female"	"F"	"77 years"	"77"	1347	71061	1895.6	51.6
	"Female"	"F"	"78 years"	"78"	1339	67922	1971.4	53.9
	"Female"	"F"	"79 years"	"79"	1426	64359	2215.7	58.7
	"Female"	"F"	"80 years"	"80"	1606	59504	2699.0	67.3
	"Female"	"F"	"81 years"	"81"	1775	56026	3168.2	75.2
	"Female"	"F"	"82 years"	"82"	1774	51165	3467.2	82.3
	"Female"	"F"	"83 years"	"83"	1843	47015	3920.0	91.3
	"Female"	"F"	"84 years"	"84"	1847	41880	4410.2	102.6
	"Male"	"M"	"< 1 year"	"0"	831	179818	462.1	16.0
	"Male"	"M"	"1 year"	"1"	45	180266	25.0	3.7
	"Male"	"M"	"2 years"	"2"	44	182075	24.2	3.6
	"Male"	"M"	"3 years"	"3"	27	184908	14.6	2.8
	"Male"	"M"	"4 years"	"4"	27	185754	14.5	2.8
	"Male"	"M"	"5 years"	"5"	23	185004	12.4	2.6
	"Male"	"M"	"6 years"	"6"	17	184216	Unreliable	2.2
	"Male"	"M"	"7 years"	"7"	18	179222	Unreliable	2.4
	"Male"	"M"	"8 years"	"8"	18	174971	Unreliable	2.4
	"Male"	"M"	"9 years"	"9"	16	174529	Unreliable	2.3
	"Male"	"M"	"10 years"	"10"	19	183079	Unreliable	2.4
	"Male"	"M"	"11 years"	"11"	24	183673	13.1	2.7
	"Male"	"M"	"12 years"	"12"	17	187528	Unreliable	2.2
	"Male"	"M"	"13 years"	"13"	23	190133	12.1	2.5
	"Male"	"M"	"14 years"	"14"	24	192947	12.4	2.5
	"Male"	"M"	"15 years"	"15"	44	198124	22.2	3.3
	"Male"	"M"	"16 years"	"16"	48	200186	24.0	3.5
	"Male"	"M"	"17 years"	"17"	67	204348	32.8	4.0
	"Male"	"M"	"18 years"	"18"	96	212844	45.1	4.6
	"Male"	"M"	"19 years"	"19"	115	218611	52.6	4.9
	"Male"	"M"	"20 years"	"20"	129	221549	58.2	5.1
	"Male"	"M"	"21 years"	"21"	133	225326	59.0	5.1
	"Male"	"M"	"22 years"	"22"	137	223214	61.4	5.2
	"Male"	"M"	"23 years"	"23"	110	221600	49.6	4.7
	"Male"	"M"	"24 years"	"24"	134	222508	60.2	5.2
	"Male"	"M"	"25 years"	"25"	127	232312	54.7	4.9
	"Male"	"M"	"26 years"	"26"	118	234187	50.4	4.6
	"Male"	"M"	"27 years"	"27"	108	241489	44.7	4.3
	"Male"	"M"	"28 years"	"28"	148	234139	63.2	5.2
	"Male"	"M"	"29 years"	"29"	105	222228	47.2	4.6
	"Male"	"M"	"30 years"	"30"	116	224467	51.7	4.8
	"Male"	"M"	"31 years"	"31"	123	217844	56.5	5.1
	"Male"	"M"	"32 years"	"32"	131	219134	59.8	5.2
	"Male"	"M"	"33 years"	"33"	140	222888	62.8	5.3
	"Male"	"M"	"34 years"	"34"	140	225857	62.0	5.2
	"Male"	"M"	"35 years"	"35"	171	233471	73.2	5.6
	"Male"	"M"	"36 years"	"36"	171	234621	72.9	5.6
	"Male"	"M"	"37 years"	"37"	164	234399	70.0	5.5
	"Male"	"M"	"38 years"	"38"	202	232443	86.9	6.1
	"Male"	"M"	"39 years"	"39"	188	228841	82.2	6.0
	"Male"	"M"	"40 years"	"40"	209	223188	93.6	6.5
	"Male"	"M"	"41 years"	"41"	227	217665	104.3	6.9
	"Male"	"M"	"42 years"	"42"	273	212096	128.7	7.8
	"Male"	"M"	"43 years"	"43"	271	210615	128.7	7.8
	"Male"	"M"	"44 years"	"44"	320	210387	152.1	8.5
	"Male"	"M"	"45 years"	"45"	319	210912	151.2	8.5
	"Male"	"M"	"46 years"	"46"	355	210806	168.4	8.9
	"Male"	"M"	"47 years"	"47"	371	210979	175.8	9.1
	"Male"	"M"	"48 years"	"48"	425	204867	207.5	10.1
	"Male"	"M"	"49 years"	"49"	451	203865	221.2	10.4
	"Male"	"M"	"50 years"	"50"	488	198076	246.4	11.2
	"Male"	"M"	"51 years"	"51"	511	196765	259.7	11.5
	"Male"	"M"	"52 years"	"52"	574	191526	299.7	12.5
	"Male"	"M"	"53 years"	"53"	594	188860	314.5	12.9
	"Male"	"M"	"54 years"	"54"	663	183620	361.1	14.0
	"Male"	"M"	"55 years"	"55"	712	176816	402.7	15.1
	"Male"	"M"	"56 years"	"56"	734	170562	430.3	15.9
	"Male"	"M"	"57 years"	"57"	691	164858	419.1	15.9
	"Male"	"M"	"58 years"	"58"	714	157547	453.2	17.0
	"Male"	"M"	"59 years"	"59"	758	152623	496.6	18.0
	"Male"	"M"	"60 years"	"60"	810	144930	558.9	19.6
	"Male"	"M"	"61 years"	"61"	828	138334	598.6	20.8
	"Male"	"M"	"62 years"	"62"	849	126517	671.1	23.0
	"Male"	"M"	"63 years"	"63"	881	116818	754.2	25.4
	"Male"	"M"	"64 years"	"64"	855	106738	801.0	27.4
	"Male"	"M"	"65 years"	"65"	827	99644	830.0	28.9
	"Male"	"M"	"66 years"	"66"	903	93581	964.9	32.1
