"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",246,56184,437.8
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",20,54709,36.6
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52702,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53501,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52583,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,50973,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,50782,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,50842,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,49519,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,49740,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52372,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52485,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53865,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",13,54674,Unreliable
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54926,Suppressed
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",10,56248,Unreliable
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",10,57606,Unreliable
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",Suppressed,58684,Suppressed
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",12,61926,Unreliable
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",16,66716,Unreliable
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",18,72081,Unreliable
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",28,78043,35.9
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",29,78194,37.1
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",25,78709,31.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",26,78152,33.3
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",27,79968,33.8
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",28,80481,34.8
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",34,81621,41.7
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",26,79761,32.6
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",32,74362,43.0
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",35,73121,47.9
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",36,67272,53.5
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",28,67566,41.4
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",34,64985,52.3
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",32,64435,49.7
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",49,64271,76.2
