"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3845,642614,598.3
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",250,634012,39.4
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",186,626065,29.7
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",139,636273,21.8
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",110,633906,17.4
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",92,620180,14.8
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",75,611712,12.3
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",75,623968,12.0
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",97,635195,15.3
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",90,657002,13.7
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",89,702204,12.7
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",89,710304,12.5
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",110,737960,14.9
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",133,753785,17.6
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",188,771706,24.4
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",297,789421,37.6
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",374,797815,46.9
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",570,795641,71.6
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",794,787236,100.9
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",890,772751,115.2
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",875,773459,113.1
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",957,777941,123.0
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",972,778148,124.9
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",916,786728,116.4
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",932,790611,117.9
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",857,802394,106.8
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",922,779166,118.3
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",876,772311,113.4
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",810,753514,107.5
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",795,718209,110.7
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",784,730368,107.3
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",863,708454,121.8
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",939,731996,128.3
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",968,759175,127.5
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1090,787365,138.4
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1188,820274,144.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1317,827073,159.2
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1367,831732,164.4
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1468,831115,176.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1639,836538,195.9
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1816,856777,212.0
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",2053,881810,232.8
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",2308,909317,253.8
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",2583,936846,275.7
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",2758,946026,291.5
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",3087,944381,326.9
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",3414,958659,356.1
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",3725,958778,388.5
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",4087,945928,432.1
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",4380,935789,468.1
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",4661,916053,508.8
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4946,907121,545.2
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",5220,876366,595.6
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5596,858892,651.5
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5772,837862,688.9
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",6124,806978,758.9
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6291,797025,789.3
