"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",3007,610038,492.9
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",234,603928,38.7
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",150,594407,25.2
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",109,606355,18.0
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",81,603471,13.4
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",66,591875,11.2
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",70,584122,12.0
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",65,595095,10.9
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",54,602381,9.0
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",80,623169,12.8
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",53,663815,8.0
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",64,676348,9.5
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",79,700806,11.3
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",111,716310,15.5
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",114,726682,15.7
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",154,745838,20.6
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",204,755486,27.0
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",223,747168,29.8
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",261,734577,35.5
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",294,715707,41.1
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",289,710542,40.7
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",317,719626,44.1
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",296,728607,40.6
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",295,758332,38.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",310,772030,40.2
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",344,796087,43.2
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",357,784114,45.5
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",372,781289,47.6
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",335,752466,44.5
