"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	755	106623	708.1	25.8
	"Female"	"F"	"1 year"	"1"	46	105615	43.6	6.4
	"Female"	"F"	"2 years"	"2"	32	106158	30.1	5.3
	"Female"	"F"	"3 years"	"3"	19	107828	Unreliable	4.0
	"Female"	"F"	"4 years"	"4"	19	108719	Unreliable	4.0
	"Female"	"F"	"5 years"	"5"	13	108979	Unreliable	3.3
	"Female"	"F"	"6 years"	"6"	15	109326	Unreliable	3.5
	"Female"	"F"	"7 years"	"7"	21	109620	19.2	4.2
	"Female"	"F"	"8 years"	"8"	13	109422	Unreliable	3.3
	"Female"	"F"	"9 years"	"9"	17	108771	Unreliable	3.8
	"Female"	"F"	"10 years"	"10"	12	107961	Unreliable	3.2
	"Female"	"F"	"11 years"	"11"	11	107835	Unreliable	3.1
	"Female"	"F"	"12 years"	"12"	26	106245	24.5	4.8
	"Female"	"F"	"13 years"	"13"	14	105423	Unreliable	3.5
	"Female"	"F"	"14 years"	"14"	12	106718	Unreliable	3.2
	"Female"	"F"	"15 years"	"15"	19	108344	Unreliable	4.0
	"Female"	"F"	"16 years"	"16"	42	110627	38.0	5.9
	"Female"	"F"	"17 years"	"17"	45	112755	39.9	5.9
	"Female"	"F"	"18 years"	"18"	50	113783	43.9	6.2
	"Female"	"F"	"19 years"	"19"	62	109654	56.5	7.2
	"Female"	"F"	"20 years"	"20"	71	112948	62.9	7.5
	"Female"	"F"	"21 years"	"21"	73	116939	62.4	7.3
	"Female"	"F"	"22 years"	"22"	73	122319	59.7	7.0
	"Female"	"F"	"23 years"	"23"	79	127303	62.1	7.0
	"Female"	"F"	"24 years"	"24"	78	131985	59.1	6.7
	"Female"	"F"	"25 years"	"25"	104	136925	76.0	7.4
	"Female"	"F"	"26 years"	"26"	116	137626	84.3	7.8
	"Female"	"F"	"27 years"	"27"	116	136681	84.9	7.9
	"Female"	"F"	"28 years"	"28"	93	132463	70.2	7.3
	"Female"	"F"	"29 years"	"29"	111	127364	87.2	8.3
	"Female"	"F"	"30 years"	"30"	128	122223	104.7	9.3
	"Female"	"F"	"31 years"	"31"	120	116947	102.6	9.4
	"Female"	"F"	"32 years"	"32"	133	113540	117.1	10.2
	"Female"	"F"	"33 years"	"33"	144	111565	129.1	10.8
	"Female"	"F"	"34 years"	"34"	139	109079	127.4	10.8
	"Female"	"F"	"35 years"	"35"	165	108177	152.5	11.9
	"Female"	"F"	"36 years"	"36"	165	106917	154.3	12.0
	"Female"	"F"	"37 years"	"37"	194	104757	185.2	13.3
	"Female"	"F"	"38 years"	"38"	197	102604	192.0	13.7
	"Female"	"F"	"39 years"	"39"	184	99994	184.0	13.6
	"Female"	"F"	"40 years"	"40"	217	98017	221.4	15.0
	"Female"	"F"	"41 years"	"41"	214	95301	224.6	15.4
	"Female"	"F"	"42 years"	"42"	214	93751	228.3	15.6
	"Female"	"F"	"43 years"	"43"	262	93554	280.1	17.3
	"Female"	"F"	"44 years"	"44"	270	94730	285.0	17.3
