"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",2069,570263,362.8
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",141,568855,24.8
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",98,583757,16.8
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",72,584647,12.3
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",60,583834,10.3
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",41,578145,7.1
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",59,573922,10.3
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",45,574061,7.8
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",48,576574,8.3
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",53,578564,9.2
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",49,584265,8.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",47,590461,8.0
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",52,592389,8.8
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",71,592095,12.0
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",85,597392,14.2
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",88,603428,14.6
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",116,609223,19.0
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",125,618237,20.2
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",148,649637,22.8
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",207,618541,33.5
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",223,626302,35.6
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",234,647420,36.1
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",260,680734,38.2
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",311,727406,42.8
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",318,773030,41.1
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",345,822006,42.0
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",354,858770,41.2
