"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",3920,647449,605.5
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",263,638801,41.2
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",192,637309,30.1
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",146,638043,22.9
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",107,634101,16.9
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",97,623891,15.5
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",84,623675,13.5
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",81,636776,12.7
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",101,657429,15.4
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",98,679790,14.4
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",103,723115,14.2
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",91,734609,12.4
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",119,760319,15.7
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",143,776788,18.4
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",218,786885,27.7
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",305,798271,38.2
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",409,797861,51.3
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",577,790794,73.0
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",830,775845,107.0
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",925,760177,121.7
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",904,764474,118.3
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",953,769424,123.9
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",986,775617,127.1
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",915,785170,116.5
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",880,783190,112.4
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",878,787760,111.5
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",931,766488,121.5
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",877,752018,116.6
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",779,739751,105.3
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",775,711860,108.9
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",798,730978,109.2
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",868,723535,120.0
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",991,760742,130.3
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1028,794891,129.3
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1162,814414,142.7
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1266,839782,150.8
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1407,839577,167.6
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1435,839377,171.0
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1568,843019,186.0
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1754,864002,203.0
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1980,889527,222.6
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",2245,917595,244.7
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",2398,942522,254.4
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",2728,961949,283.6
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",2866,957249,299.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",3187,957014,333.0
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",3554,965226,368.2
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",3849,957513,402.0
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",4194,937844,447.2
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",4475,931688,480.3
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",4729,904372,522.9
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",4934,889216,554.9
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",5325,863174,616.9
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",5601,846494,661.7
