"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",3025,614113,492.6
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",231,608313,38.0
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",156,605672,25.8
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",115,608017,18.9
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",86,603643,14.2
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",75,595627,12.6
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",70,595180,11.8
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",71,606632,11.7
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",61,623155,9.8
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",91,645371,14.1
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",64,683318,9.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",66,699997,9.4
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",87,721337,12.1
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",109,737015,14.8
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",128,742386,17.2
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",158,754481,20.9
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",212,754606,28.1
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",245,744382,32.9
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",300,726463,41.3
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",305,702524,43.4
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",290,701571,41.3
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",328,715284,45.9
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",309,736331,42.0
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",303,765069,39.6
