"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",2239,577615,387.6
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",150,576454,26.0
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",102,586506,17.4
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",69,582144,11.9
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",63,576994,10.9
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",56,575484,9.7
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",62,578235,10.7
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",48,580169,8.3
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",51,585766,8.7
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",49,592067,8.3
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",44,593808,7.4
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",43,593506,7.2
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",51,597739,8.5
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",74,601813,12.3
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",81,606044,13.4
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",80,613180,13.0
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",122,626004,19.5
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",136,636982,21.4
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",165,659247,25.0
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",233,631983,36.9
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",213,647873,32.9
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",248,674655,36.8
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",257,724738,35.5
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",297,784012,37.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",307,822093,37.3
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",359,852294,42.1
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",348,862598,40.3
