"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"Female"	"F"	"< 1 year"	"0"	601	180715	332.6	13.6
	"Female"	"F"	"1 year"	"1"	33	185590	17.8	3.1
	"Female"	"F"	"2 years"	"2"	25	189332	13.2	2.6
	"Female"	"F"	"3 years"	"3"	23	186607	12.3	2.6
	"Female"	"F"	"4 years"	"4"	13	185815	Unreliable	1.9
	"Female"	"F"	"5 years"	"5"	19	184959	Unreliable	2.4
	"Female"	"F"	"6 years"	"6"	17	187299	Unreliable	2.2
	"Female"	"F"	"7 years"	"7"	13	190121	Unreliable	1.9
	"Female"	"F"	"8 years"	"8"	12	192508	Unreliable	1.8
	"Female"	"F"	"9 years"	"9"	13	194578	Unreliable	1.9
	"Female"	"F"	"10 years"	"10"	14	194737	Unreliable	1.9
	"Female"	"F"	"11 years"	"11"	Suppressed	193740	Suppressed	Suppressed
	"Female"	"F"	"12 years"	"12"	13	195201	Unreliable	1.8
	"Female"	"F"	"13 years"	"13"	19	194885	Unreliable	2.2
	"Female"	"F"	"14 years"	"14"	18	192628	Unreliable	2.2
	"Female"	"F"	"15 years"	"15"	19	191959	Unreliable	2.3
	"Female"	"F"	"16 years"	"16"	24	194851	12.3	2.5
	"Female"	"F"	"17 years"	"17"	29	197696	14.7	2.7
	"Female"	"F"	"18 years"	"18"	48	206119	23.3	3.4
	"Female"	"F"	"19 years"	"19"	44	203015	21.7	3.3
	"Female"	"F"	"20 years"	"20"	51	203502	25.1	3.5
	"Female"	"F"	"21 years"	"21"	48	214377	22.4	3.2
	"Female"	"F"	"22 years"	"22"	52	230413	22.6	3.1
	"Female"	"F"	"23 years"	"23"	56	251832	22.2	3.0
	"Female"	"F"	"24 years"	"24"	44	269424	16.3	2.5
	"Female"	"F"	"25 years"	"25"	51	283598	18.0	2.5
	"Female"	"F"	"26 years"	"26"	58	292118	19.9	2.6
	"Female"	"F"	"27 years"	"27"	57	294532	19.4	2.6
	"Female"	"F"	"28 years"	"28"	71	294122	24.1	2.9
	"Female"	"F"	"29 years"	"29"	75	292942	25.6	3.0
