"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",39956,7162747,557.8
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",2697,7184750,37.5
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",1735,7217205,24.0
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",1222,7227860,16.9
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",1067,7247370,14.7
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",907,7316941,12.4
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",843,7394846,11.4
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",788,7459705,10.6
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",782,7522250,10.4
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",773,7590929,10.2
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",698,7606708,9.2
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",790,7614377,10.4
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",871,7673038,11.4
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",1104,7753620,14.2
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",1317,7801015,16.9
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",1522,7863165,19.4
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",1955,7940874,24.6
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",2267,7991431,28.4
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",2910,8056512,36.1
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",3254,8179287,39.8
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",3611,8318749,43.4
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",4119,8503177,48.4
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",4449,8735771,50.9
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",4728,8941598,52.9
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",5022,9044205,55.5
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",5411,9072660,59.6
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",5674,9009274,63.0
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",6036,8894166,67.9
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",6419,8786071,73.1
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",6546,8690435,75.3
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",6877,8666373,79.4
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",7437,8671288,85.8
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",8054,8650524,93.1
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",8425,8635961,97.6
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",8840,8575703,103.1
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",9427,8450499,111.6
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2",9777,8311280,117.6
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2",10126,8135146,124.5
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2",10445,7988094,130.8
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2",10852,7898181,137.4
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2",11690,7884284,148.3
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2",12740,7974399,159.8
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2",14400,8238562,174.8
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2",15645,8473974,184.6
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2",17359,8663436,200.4
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2",19074,8779756,217.2
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2",20946,8826041,237.3
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2",22583,8794324,256.8
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2",25036,8863964,282.4
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2",28216,9079598,310.8
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2",31563,9343109,337.8
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2",35471,9595533,369.7
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2",39339,9847816,399.5
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2",43071,9992044,431.1
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2",46488,10030352,463.5
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2",50604,10055824,503.2
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2",54484,10060157,541.6
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2",57764,9957635,580.1
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2",60497,9829679,615.5
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2",63401,9688185,654.4
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2",66539,9482450,701.7
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2",68931,9225830,747.2
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2",72149,8985408,803.0
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2",75303,8713727,864.2
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2",78776,8467201,930.4
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2",83022,8270416,1003.8
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2",88219,8214212,1074.0
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2",91202,7738721,1178.5
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2",93916,7300730,1286.4
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2",97975,6882212,1423.6
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2",101275,6519120,1553.5
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2",102010,5924238,1721.9
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2",107524,5677745,1893.8
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2",111614,5385770,2072.4
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2",114974,5062625,2271.0
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2",117596,4679289,2513.1
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2",120899,4384098,2757.7
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2",126983,4144267,3064.1
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2",133657,3931796,3399.4
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2",140228,3700330,3789.6
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2",148111,3486458,4248.2
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2",155545,3308690,4701.1
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2",165635,3137739,5278.8
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2",174417,2973389,5865.9
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2",184875,2818419,6559.5
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2",195257,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2",202389,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2",210304,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2",213688,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2",214218,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2",212539,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2",204999,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2",192789,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2",174810,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2",153561,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2",130806,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2",107791,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2",85748,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2",66868,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2",49603,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2",106274,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2",134,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: US; 1999-2020; SYA; F; NON; ALL; 2017; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Year/Month: 2013; 2014; 2015; 2016; 2017"
"Group By: Single-Year Ages; Sex; Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 9, 2026 9:52:41 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 9, 2026 9:52:41 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
