"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",246,60933,403.7
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",18,59738,Unreliable
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",Suppressed,60046,Suppressed
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",Suppressed,58112,Suppressed
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",Suppressed,56412,Suppressed
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55419,Suppressed
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54871,Suppressed
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54523,Suppressed
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54805,Suppressed
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",Suppressed,55028,Suppressed
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54716,Suppressed
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54269,Suppressed
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54029,Suppressed
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54047,Suppressed
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",11,54555,Unreliable
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",Suppressed,54935,Suppressed
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",15,56165,Unreliable
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",16,57643,Unreliable
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",31,66952,46.3
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",51,79660,64.0
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",58,85974,67.5
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",88,89942,97.8
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",97,95469,101.6
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",83,95688,86.7
