"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Male","M","Not Hispanic or Latino","2186-2",2894,606517,477.2
,"1 year","1","Male","M","Not Hispanic or Latino","2186-2",213,606714,35.1
,"2 years","2","Male","M","Not Hispanic or Latino","2186-2",129,620111,20.8
,"3 years","3","Male","M","Not Hispanic or Latino","2186-2",90,612699,14.7
,"4 years","4","Male","M","Not Hispanic or Latino","2186-2",80,605630,13.2
,"5 years","5","Male","M","Not Hispanic or Latino","2186-2",60,604797,9.9
,"6 years","6","Male","M","Not Hispanic or Latino","2186-2",71,607811,11.7
,"7 years","7","Male","M","Not Hispanic or Latino","2186-2",48,609486,7.9
,"8 years","8","Male","M","Not Hispanic or Latino","2186-2",58,614983,9.4
,"9 years","9","Male","M","Not Hispanic or Latino","2186-2",60,622394,9.6
,"10 years","10","Male","M","Not Hispanic or Latino","2186-2",63,622692,10.1
,"11 years","11","Male","M","Not Hispanic or Latino","2186-2",81,622212,13.0
,"12 years","12","Male","M","Not Hispanic or Latino","2186-2",83,625418,13.3
,"13 years","13","Male","M","Not Hispanic or Latino","2186-2",78,631675,12.3
,"14 years","14","Male","M","Not Hispanic or Latino","2186-2",115,637846,18.0
,"15 years","15","Male","M","Not Hispanic or Latino","2186-2",167,646086,25.8
,"16 years","16","Male","M","Not Hispanic or Latino","2186-2",243,659525,36.8
,"17 years","17","Male","M","Not Hispanic or Latino","2186-2",326,672137,48.5
,"18 years","18","Male","M","Not Hispanic or Latino","2186-2",449,694861,64.6
,"19 years","19","Male","M","Not Hispanic or Latino","2186-2",623,682580,91.3
,"20 years","20","Male","M","Not Hispanic or Latino","2186-2",666,711457,93.6
,"21 years","21","Male","M","Not Hispanic or Latino","2186-2",829,741182,111.8
,"22 years","22","Male","M","Not Hispanic or Latino","2186-2",870,788462,110.3
,"23 years","23","Male","M","Not Hispanic or Latino","2186-2",887,841361,105.4
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2",944,877799,107.5
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2",1025,902843,113.5
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2",967,910761,106.2
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2",1018,898900,113.2
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2",981,882259,111.2
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2",1062,866447,122.6
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2",1008,857995,117.5
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2",1034,850758,121.5
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2",1130,839282,134.6
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2",1095,833688,131.3
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2",1133,816957,138.7
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2",1162,797288,145.7
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2",1142,775216,147.3
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2",1230,755190,162.9
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2",1179,740977,159.1
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2",1249,730910,170.9
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2",1255,729214,172.1
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2",1382,733330,188.5
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2",1582,752197,210.3
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2",1741,773992,224.9
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2",1881,792252,237.4
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2",2187,804843,271.7
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2",2300,809467,284.1
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2",2569,805485,318.9
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2",2890,807339,358.0
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2",3261,821341,397.0
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2",3530,845367,417.6
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2",3972,864788,459.3
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2",4407,887587,496.5
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2",4921,901839,545.7
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2",5488,903250,607.6
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2",5953,904170,658.4
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2",6400,899844,711.2
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2",6888,886783,776.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2",7386,870102,848.9
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2",7857,853590,920.5
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2",8257,831012,993.6
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2",8712,801975,1086.3
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2",8858,774663,1143.5
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2",9294,748175,1242.2
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2",9451,721195,1310.5
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2",9688,702095,1379.9
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2",10217,694674,1470.8
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2",10065,654547,1537.7
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2",10389,612939,1694.9
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2",10372,575107,1803.5
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2",10588,537196,1971.0
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2",10492,482722,2173.5
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2",10603,453656,2337.2
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2",10827,423786,2554.8
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2",10963,393891,2783.3
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2",11158,362887,3074.8
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2",11162,337094,3311.2
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2",11690,315761,3702.2
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2",11960,295327,4049.7
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2",12291,273660,4491.3
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2",12801,253741,5044.9
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2",13211,235715,5604.6
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2",13642,219456,6216.3
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2",14206,203430,6983.2
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2",14499,187418,7736.2
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2",14702,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2",14629,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2",14507,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2",14353,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2",13822,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2",13190,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2",12197,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2",11202,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2",9827,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2",8026,Not Applicable,Not Applicable
