"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code",Deaths,Population,Crude Rate
,"< 1 year","0","Female","F","Not Hispanic or Latino","2186-2",204,57922,352.2
,"1 year","1","Female","F","Not Hispanic or Latino","2186-2",10,56651,Unreliable
,"2 years","2","Female","F","Not Hispanic or Latino","2186-2",Suppressed,56496,Suppressed
,"3 years","3","Female","F","Not Hispanic or Latino","2186-2",Suppressed,54740,Suppressed
,"4 years","4","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53306,Suppressed
,"5 years","5","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52616,Suppressed
,"6 years","6","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52604,Suppressed
,"7 years","7","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52349,Suppressed
,"8 years","8","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52420,Suppressed
,"9 years","9","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52814,Suppressed
,"10 years","10","Female","F","Not Hispanic or Latino","2186-2",Suppressed,52364,Suppressed
,"11 years","11","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51601,Suppressed
,"12 years","12","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51146,Suppressed
,"13 years","13","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51082,Suppressed
,"14 years","14","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51179,Suppressed
,"15 years","15","Female","F","Not Hispanic or Latino","2186-2",Suppressed,51641,Suppressed
,"16 years","16","Female","F","Not Hispanic or Latino","2186-2",11,52719,Unreliable
,"17 years","17","Female","F","Not Hispanic or Latino","2186-2",Suppressed,53367,Suppressed
,"18 years","18","Female","F","Not Hispanic or Latino","2186-2",14,59427,Unreliable
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2",13,61361,Unreliable
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2",16,59190,Unreliable
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2",24,60370,39.8
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2",20,67407,29.7
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2",15,75345,Unreliable
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2",30,82167,36.5
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2",24,86328,27.8
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2",29,88756,32.7
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2",35,88197,39.7
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2",31,86235,35.9
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2",35,83548,41.9
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2",39,82078,47.5
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2",32,80679,39.7
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2",47,79334,59.2
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2",42,78059,53.8
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2",37,76262,48.5
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2",57,74018,77.0
